species	max_distance	mean_distance	std_distance	quartile_75_distance	quartile_25_distance	max_length	min_length
Psychrobacter pacificensis	0.0	0.0		0.0	0.0	3138120.0	3138120.0
Psychrobacter sp.	1.0	0.20852022222222225	0.2214134077275785	0.243761	0.0191181	3519144.0	2895311.0
Psychrobacter urativorans	0.0	0.0		0.0	0.0	2931580.0	2931580.0
Psychroflexus torquis	0.0	0.0		0.0	0.0	4321832.0	4321832.0
Psychromicrobium lacuslunae	0.0	0.0		0.0	0.0	3599434.0	3599434.0
Psychromonas ingrahamii	0.0	0.0		0.0	0.0	4559598.0	4559598.0
Psychromonas sp.	0.0	0.0		0.0	0.0	3052410.0	3052410.0
Psychroserpens sp.	0.0	0.0		0.0	0.0	4319537.0	4319537.0
Pusillimonas sp.	0.182269	0.0911345	0.10523305621492389	0.182269	0.0	3924810.0	3548703.0
Qipengyuania sediminis	0.0	0.0		0.0	0.0	2416000.0	2416000.0
Rahnella aquatilis							
Rahnella sp.	0.0	0.0		0.0	0.0	5530672.0	5530672.0
Rahnella unknown	0.011264299999999998	0.006237024799999999	0.004303532897641696	0.00884936	0.0	5656799.0	4878627.0
Ralstonia insidiosa	0.0246831	0.01234155	0.014250794429434452	0.0246831	0.0	6177004.0	5987762.0
Ralstonia mannitolilytica	0.0343598	0.0171799	0.019837639779301704	0.0343598	0.0	5072301.0	4842994.0
Ralstonia pickettii	0.0300913	0.01504565	0.017373220155265785	0.0300913	0.0	5685358.0	5325729.0
Ralstonia pseudosolanacearum							
Ralstonia solanacearum	0.07406979999999999	0.042240572801298004	0.02942437925792298	0.06715639999999999	0.00936594	6147432.0	5400849.0
Ramlibacter tataouinensis	0.161822	0.080911	0.09342797526080361	0.161822	0.0	4916630.0	4070193.0
Raoultella ornithinolytica	0.00981378	0.005744305925925925	0.00262395861179096	0.00723198	0.00470559	6237328.0	5398151.0
Raoultella planticola							
Raoultella terrigena	0.0338037	0.01690185	0.019516575294605352	0.0338037	0.0	6073951.0	5522044.0
Rathayibacter festucae	0.0	0.0		0.0	0.0	4359758.0	4359758.0
Rathayibacter iranicus	0.0	0.0		0.0	0.0	3436894.0	3436894.0
Rathayibacter rathayi	0.0	0.0		0.0	0.0	3103889.0	3103889.0
Rathayibacter toxicus	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	2346032.0	2328288.0
Rathayibacter tritici	0.0	0.0		0.0	0.0	3354681.0	3354681.0
Reinekea forsetii	0.0	0.0		0.0	0.0	3660060.0	3660060.0
Renibacterium salmoninarum	9.55247e-05	5.3053333333333336e-05	4.432374405592334e-05	9.55247e-05	0.0	3155332.0	3155228.0
Rheinheimera sp.	1.0	0.5	0.5773502691896257	1.0	0.0	4628354.0	3308353.0
Rhizobacter gummiphilus	0.0	0.0	0.0	0.0	0.0	6398100.0	6398096.0
Rhizobiales bacterium	0.0	0.0		0.0	0.0	4836481.0	4836481.0
Rhizobium acidisoli	0.0	0.0		0.0	0.0	7497685.0	7497685.0
Rhizobium esperanzae							
Rhizobium etli	0.17440799999999998	0.064639825	0.07598283636714719	0.138934	0.009335025	7309118.0	6530228.0
Rhizobium gallicum	0.0	0.0		0.0	0.0	7474202.0	7474202.0
Rhizobium jaguaris	0.0	0.0		0.0	0.0	8025568.0	8025568.0
Rhizobium leguminosarum	0.11478	0.060476133800000005	0.02967506754182743	0.0712856	0.0498292	8447336.0	6703653.0
Rhizobium phaseoli	0.0288636	0.016780879078571433	0.00850852083698013	0.023677700000000003	0.0151342	6906405.0	6630699.0
Rhizobium pusense							
Rhizobium sp.	0.295981	0.15794057488166352	0.09908364840450566	0.23011	0.08294889999999999	7302537.0	4577425.0
Rhizobium tropici	0.0	0.0		0.0	0.0	6686334.0	6686334.0
Rhizorhabdus dicambivorans	0.0	0.0		0.0	0.0	5541299.0	5541299.0
Rhodanobacter denitrificans	0.0	0.0		0.0	0.0	4225490.0	4225490.0
Rhodanobacteraceae bacterium	0.0	0.0		0.0	0.0	2874969.0	2874969.0
Rhodobaca barguzinensis	0.0	0.0		0.0	0.0	3899419.0	3899419.0
Rhodobacter blasticus	0.0	0.0		0.0	0.0	3706095.0	3706095.0
Rhodobacter capsulatus	0.0	0.0		0.0	0.0	3871920.0	3871920.0
Rhodobacter sp.	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	4437113.0	3780829.0
Rhodobacter sphaeroides	0.124491	0.052615028131250005	0.05457544269825444	0.12101	9.55247e-05	4711139.0	4438291.0
Rhodobacteraceae bacterium	1.0	0.3464451111111111	0.3926437180471134	0.295981	0.0	3558757.0	3336108.0
Rhodobiaceae bacterium	0.0	0.0		0.0	0.0	3862255.0	3862255.0
Rhodococcus aetherivorans							
Rhodococcus biphenylivorans							
Rhodococcus coprophilus	0.0	0.0		0.0	0.0	4579834.0	4579834.0
Rhodococcus erythropolis							
Rhodococcus fascians	0.0	0.0		0.0	0.0	5502110.0	5502110.0
Rhodococcus hoagii	0.0113086	0.0056543	0.006529023254157802	0.0113086	0.0	5438826.0	5043170.0
Rhodococcus jostii	0.0	0.0		0.0	0.0	9702737.0	9702737.0
Rhodococcus opacus	0.106845	0.05648366666666666	0.050023518153339636	0.106047	0.0	9169032.0	8637535.0
Rhodococcus pyridinivorans							
Rhodococcus qingshengii							
Rhodococcus rhodochrous							
Rhodococcus ruber	0.0097316	0.00694807	0.0041627944545012865	0.009487207499999999	0.006288195	5919443.0	5366612.0
Rhodococcus sp.	1.0	0.21959400849411764	0.10628553593905543	0.263022	0.219531	8014224.0	3723718.0
Rhodocyclaceae bacterium							
Rhodoferax antarcticus	0.0	0.0		0.0	0.0	4055436.0	4055436.0
Rhodoferax ferrireducens	0.0	0.0		0.0	0.0	4969784.0	4969784.0
Rhodoferax koreense	0.0	0.0		0.0	0.0	5895641.0	5895641.0
Rhodoferax saidenbachensis	0.0	0.0		0.0	0.0	4264855.0	4264855.0
Rhodoluna lacicola	0.0	0.0		0.0	0.0	1430433.0	1430433.0
Rhodomicrobium vannielii	0.0	0.0		0.0	0.0	4014469.0	4014469.0
Rhodopirellula baltica	0.0	0.0		0.0	0.0	7145576.0	7145576.0
Rhodoplanes sp.	0.0	0.0		0.0	0.0	8193889.0	8193889.0
Rhodopseudomonas palustris	0.17440799999999998	0.11271516543209878	0.05633986748212841	0.156619	0.0639874	5744041.0	4892717.0
Rhodospirillum centenum	0.0	0.0		0.0	0.0	4355543.0	4355543.0
Rhodospirillum rubrum	0.000361208	0.000180604	0.00020854353603344636	0.000361208	0.0	4406557.0	4352825.0
Rhodothermaceae bacterium	0.0240597	0.01202985	0.01389087427162164	0.0240597	0.0	4807988.0	4653222.0
Rhodothermus marinus	0.0389696	0.0194848	0.02249910905021204	0.0389696	0.0	3386737.0	3334122.0
Rhodovulum sp.	0.191731	0.0958655	0.11069594446199614	0.191731	0.0	4473545.0	4162560.0
Rhodovulum sulfidophilum	0.0273375	0.012114013333333333	0.013887850803155253	0.026143	0.0	4732772.0	4196493.0
Rickettsia africae							
Rickettsia akari	0.0	0.0		0.0	0.0	1231060.0	1231060.0
Rickettsia amblyommatis	0.00282712	0.001254555688888889	0.0014653506465580795	0.00277069	0.0	1480884.0	1456213.0
Rickettsia australis							
Rickettsia bellii	0.00363721	0.0019175155555555554	0.0016115451422866747	0.00328537	0.0	1579798.0	1522076.0
Rickettsia canadensis	0.00884936	0.00442468	0.005109180378155907	0.00884936	0.0	1159772.0	1150228.0
Rickettsia conorii							
Rickettsia felis	0.0	0.0		0.0	0.0	1587240.0	1587240.0
Rickettsia heilongjiangensis							
Rickettsia japonica	9.55247e-05	1.4579106944444445e-05	2.6641794761243678e-05	2.38274e-05	0.0	1284037.0	1283087.0
Rickettsia massiliae							
Rickettsia monacensis							
Rickettsia montanensis							
Rickettsia parkeri							
Rickettsia peacockii							
Rickettsia philipii							
Rickettsia prowazekii	0.00123693	0.00048182463400000007	0.000350808601988465	0.000805673	0.000215742	1112101.0	1109301.0
Rickettsia rhipicephali							
Rickettsia rickettsii	0.00299754	0.0007446190165289257	0.0009682462737580696	0.0006561539999999999	9.55247e-05	1270751.0	1255681.0
Rickettsia slovaca							
Rickettsia sp.							
Rickettsia typhi	7.15897e-05	2.6828212500000006e-05	2.5952104337975503e-05	4.769060000000002e-05	0.0	1112957.0	1111496.0
Rickettsiales bacterium	0.0	0.0		0.0	0.0	1917564.0	1917564.0
Rickettsiales endosymbiont	0.0	0.0		0.0	0.0	1738386.0	1738386.0
Riemerella anatipestifer	0.0419997	0.02204320315702479	0.018254406761590226	0.03949880000000002	0.0028554	2509140.0	2155121.0
Rivularia sp.	0.0	0.0		0.0	0.0	8728773.0	8728773.0
Robiginitalea biformata	0.0	0.0		0.0	0.0	3530383.0	3530383.0
Roseateles depolymerans	0.0	0.0		0.0	0.0	5681722.0	5681722.0
Roseburia hominis	0.0	0.0		0.0	0.0	3592125.0	3592125.0
Roseburia intestinalis	0.0	0.0		0.0	0.0	4493348.0	4493348.0
Roseibacterium elongatum	0.0	0.0		0.0	0.0	3555109.0	3555109.0
Roseiflexus castenholzii	0.0	0.0		0.0	0.0	5723298.0	5723298.0
Roseiflexus sp.	0.0	0.0		0.0	0.0	5801598.0	5801598.0
Roseitalea porphyridii	0.0	0.0		0.0	0.0	3539672.0	3539672.0
Roseobacter denitrificans	0.00014350299999999998	7.175149999999999e-05	8.285149567951886e-05	0.00014350299999999998	0.0	4331234.0	4308791.0
Roseobacter litoralis	0.0	0.0		0.0	0.0	4745450.0	4745450.0
Roseomonas gilardii	0.0	0.0		0.0	0.0	5412463.0	5412463.0
Roseomonas sp.	0.0	0.0		0.0	0.0	5174209.0	5174209.0
Roseovarius mucosus	0.0	0.0		0.0	0.0	4381426.0	4381426.0
Roseovarius sp.							
Rothia aeria	0.0	0.0		0.0	0.0	2588680.0	2588680.0
Rothia dentocariosa	0.0	0.0		0.0	0.0	2506025.0	2506025.0
Rothia mucilaginosa	0.04288	0.025073177777777778	0.019795971611717988	0.0424367	0.0	2408770.0	2264603.0
Rubinisphaera brasiliensis	0.0	0.0		0.0	0.0	6006602.0	6006602.0
Rubrivivax gelatinosus	0.0	0.0		0.0	0.0	5043253.0	5043253.0
Rubrobacter indicoceani	0.0	0.0		0.0	0.0	3078689.0	3078689.0
Rubrobacter radiotolerans	0.0	0.0		0.0	0.0	3267233.0	3267233.0
Rubrobacter xylanophilus	0.0	0.0		0.0	0.0	3225748.0	3225748.0
Ruegeria pomeroyi	0.0	0.0		0.0	0.0	4601048.0	4601048.0
Ruegeria sp.	1.0	0.5028937777777778	0.4824730276683293	1.0	0.0	4405563.0	3641602.0
Rufibacter sp.	0.186761	0.0933805	0.10782651362412371	0.186761	0.0	4820793.0	4143738.0
Rufibacter tibetensis	0.0	0.0		0.0	0.0	5413467.0	5413467.0
Ruminiclostridium cellulolyticum	0.0	0.0		0.0	0.0	4068724.0	4068724.0
Ruminococcaceae bacterium	0.0	0.0		0.0	0.0	2069994.0	2069994.0
Ruminococcus albus	0.0	0.0		0.0	0.0	4482087.0	4482087.0
Ruminococcus bicirculans	0.0	0.0		0.0	0.0	2968500.0	2968500.0
Rummeliibacillus stabekisii	0.0	0.0		0.0	0.0	3420739.0	3420739.0
Runella sp.	0.263022	0.131511	0.15185582250279372	0.263022	0.0	7613819.0	7162093.0
Ruthenibacterium lactatiformans	0.0	0.0		0.0	0.0	4419852.0	4419852.0
Saccharomonospora sp.	0.0	0.0		0.0	0.0	4713652.0	4713652.0
Saccharomonospora viridis	0.0	0.0		0.0	0.0	4308349.0	4308349.0
Saccharophagus degradans	0.0	0.0		0.0	0.0	5057531.0	5057531.0
Saccharopolyspora erythraea	0.0	0.0		0.0	0.0	8212805.0	8212805.0
Saccharospirillum mangrovi	0.0	0.0		0.0	0.0	3686911.0	3686911.0
Saccharothrix espanaensis	0.0	0.0		0.0	0.0	9360653.0	9360653.0
Sagittula sp.	0.0	0.0		0.0	0.0	5576178.0	5576178.0
Salegentibacter sp.	0.0	0.0		0.0	0.0	4086550.0	4086550.0
Salimicrobium jeotgali	0.0	0.0		0.0	0.0	2776927.0	2776927.0
Salinibacter ruber	0.0228571	0.0148042609375	0.006763804104678504	0.020148924999999998	0.0125994	3949358.0	3587328.0
Salinibacterium sp.	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	2995446.0	2810080.0
Salinicoccus halodurans	0.0	0.0		0.0	0.0	2778379.0	2778379.0
Salinicola tamaricis	0.0	0.0		0.0	0.0	4276240.0	4276240.0
Salinimonas lutimaris	0.0	0.0		0.0	0.0	4123530.0	4123530.0
Salinimonas sp.	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	4440293.0	3214946.0
Salinisphaera sp.	0.0	0.0		0.0	0.0	4141708.0	4141708.0
Salinispira pacifica	0.0	0.0		0.0	0.0	3782798.0	3782798.0
Salinispora arenicola	0.0	0.0		0.0	0.0	5786361.0	5786361.0
Salinispora tropica	0.0	0.0		0.0	0.0	5183331.0	5183331.0
Salinivibrio kushneri	0.0	0.0		0.0	0.0	3443290.0	3443290.0
Salinivibrio sp.	0.0	0.0		0.0	0.0	3695912.0	3695912.0
Salinivirga cyanobacteriivorans	0.0	0.0		0.0	0.0	4812386.0	4812386.0
Salipiger profundus	0.0	0.0		0.0	0.0	5424264.0	5424264.0
Salmonella bongori	0.0114865	0.006180135	0.005075855302066835	0.0107836	0.0	4773537.0	4394500.0
Salmonella enterica	0.0651085	0.016218988567344217	0.009593682087280038	0.0171265	0.0123068	5359100.0	4488371.0
Sandaracinus amylolyticus	0.0	0.0		0.0	0.0	10327335.0	10327335.0
Sanguibacter keddieii	0.0	0.0		0.0	0.0	4253413.0	4253413.0
Saprospira grandis	0.0	0.0		0.0	0.0	4400185.0	4400185.0
Scardovia inopinata	0.0	0.0		0.0	0.0	1797862.0	1797862.0
Schaalia meyeri	0.0	0.0		0.0	0.0	2049088.0	2049088.0
Sebaldella termitidis	0.0	0.0		0.0	0.0	4486650.0	4486650.0
Sedimenticola thiotaurini	0.0	0.0		0.0	0.0	3962284.0	3962284.0
Sedimentisphaera cyanobacteriorum	0.0	0.0		0.0	0.0	2951611.0	2951611.0
Sedimentisphaera salicampi	0.0	0.0		0.0	0.0	3192293.0	3192293.0
Sedimentitalea sp.	0.0	0.0		0.0	0.0	5080916.0	5080916.0
Sediminicola sp.	0.0	0.0		0.0	0.0	3569807.0	3569807.0
Sediminispirochaeta smaragdinae	0.0	0.0		0.0	0.0	4653970.0	4653970.0
Segniliparus rotundus	0.0	0.0		0.0	0.0	3157527.0	3157527.0
Selenomonas ruminantium	0.0	0.0		0.0	0.0	3631933.0	3631933.0
Selenomonas sp.	0.154223	0.07538037777777779	0.07482351665026139	0.151946	0.0	2458072.0	2284135.0
Selenomonas sputigena	0.0	0.0		0.0	0.0	2568361.0	2568361.0
Seonamhaeicola sp.	0.0	0.0		0.0	0.0	3752836.0	3752836.0
Serinicoccus sp.	0.178173	0.0890865	0.10286822951232319	0.178173	0.0	4169359.0	3597394.0
Serpentinomonas mccroryi	0.0	0.0		0.0	0.0	2623236.0	2623236.0
Serpentinomonas raichei	0.0	0.0		0.0	0.0	2574013.0	2574013.0
Serratia ficaria	0.00755945	0.003779725	0.004364450492425516	0.00755945	0.0	5552047.0	5209973.0
Serratia fonticola	0.0414262	0.027146475000000003	0.01761731059874539	0.03949965	0.014197425	6325799.0	5725385.0
Serratia liquefaciens	0.016725099999999996	0.010802912500000001	0.006688526717384529	0.016067925000000004	0.0087834	5590417.0	5282719.0
Serratia marcescens	0.05698300000000001	0.037845304399999995	0.014761286756287864	0.047344300000000006	0.03812915	5828402.0	4862745.0
Serratia odorifera	0.0	0.0		0.0	0.0	5272556.0	5272556.0
Serratia plymuthica	0.0549966	0.03157267355371901	0.018270623429731302	0.047688	0.0149759	5546041.0	5322855.0
Serratia quinivorans	0.0134036	0.008710555555555556	0.006537958840133347	0.013112	0.0	5495657.0	5292949.0
Serratia rubidaea	0.06745839999999999	0.03610946722222222	0.02719348344801616	0.0651085	0.0152936	5172175.0	4858216.0
Shewanella algae	0.0172424	0.0086212	0.009954904281475205	0.0172424	0.0	5203444.0	4919337.0
Shewanella amazonensis	0.0	0.0		0.0	0.0	4306142.0	4306142.0
Shewanella baltica	0.0363341	0.025980916296296296	0.011522409561572555	0.0319897	0.026648400000000003	5547544.0	4896215.0
Shewanella benthica	0.0	0.0		0.0	0.0	4353505.0	4353505.0
Shewanella bicestrii							
Shewanella denitrificans	0.0	0.0		0.0	0.0	4545906.0	4545906.0
Shewanella frigidimarina	0.0	0.0		0.0	0.0	4845257.0	4845257.0
Shewanella halifaxensis	0.0	0.0		0.0	0.0	5226917.0	5226917.0
Shewanella japonica	0.0	0.0		0.0	0.0	4975677.0	4975677.0
Shewanella livingstonensis	0.0	0.0		0.0	0.0	4839879.0	4839879.0
Shewanella loihica	0.0	0.0		0.0	0.0	4602594.0	4602594.0
Shewanella marisflavi	0.0	0.0		0.0	0.0	4321452.0	4321452.0
Shewanella oneidensis	0.0	0.0		0.0	0.0	5131424.0	5131424.0
Shewanella pealeana	0.0	0.0		0.0	0.0	5174581.0	5174581.0
Shewanella piezotolerans	0.0	0.0		0.0	0.0	5396476.0	5396476.0
Shewanella psychrophila	0.0	0.0		0.0	0.0	6353406.0	6353406.0
Shewanella putrefaciens	0.014302700000000003	0.009019844444444446	0.006792800457858143	0.013699100000000002	0.0	4840251.0	4384460.0
Shewanella sediminis	0.0	0.0		0.0	0.0	5517674.0	5517674.0
Shewanella sp.	0.295981	0.18813166122448982	0.10447817765032684	0.263022	0.0882637	5266746.0	4706287.0
Shewanella violacea	0.0	0.0		0.0	0.0	4962103.0	4962103.0
Shewanella woodyi	0.0	0.0		0.0	0.0	5935403.0	5935403.0
Shigella boydii	0.00744966	0.004136099950617284	0.0027271191922308416	0.00659353	0.00160079	4887224.0	4525323.0
Shigella dysenteriae	0.0276006	0.013878922996499999	0.011779042300129284	0.025894	0.0023533675	5106332.0	4377003.0
Shigella flexneri	0.00701675	0.003238910753381894	0.0017100266274269935	0.0042398	0.00186568	4984826.0	4508802.0
Shigella sonnei	0.00458019	0.0020924528	0.0013264059774930651	0.00279888	0.00139189	5133239.0	4953095.0
Shigella sp.							
Shimwellia blattae	2.38274e-05	1.0589955555555556e-05	1.2558142453316008e-05	2.38274e-05	0.0	4158725.0	4152791.0
Shinella sp.	0.0	0.0		0.0	0.0	7354253.0	7354253.0
Siansivirga zeaxanthinifaciens	0.0	0.0		0.0	0.0	3303986.0	3303986.0
Sideroxydans lithotrophicus	0.0	0.0		0.0	0.0	3003656.0	3003656.0
Silicimonas algicola	0.0	0.0		0.0	0.0	4351658.0	4351658.0
Silvanigrellales bacterium	0.0	0.0		0.0	0.0	3668465.0	3668465.0
Simiduia agarivorans	0.0	0.0		0.0	0.0	4300227.0	4300227.0
Simkania negevensis	0.0	0.0		0.0	0.0	2628375.0	2628375.0
Simonsiella muelleri	0.0	0.0		0.0	0.0	2469862.0	2469862.0
Simplicispira suum	0.0	0.0		0.0	0.0	4154448.0	4154448.0
Singulisphaera acidiphila	0.0	0.0		0.0	0.0	9755686.0	9755686.0
Sinomonas atrocyanea	0.0	0.0		0.0	0.0	4492204.0	4492204.0
Sinorhizobium americanum	0.0163307	0.00816535	0.009428534041055021	0.0163307	0.0	6853050.0	6751508.0
Sinorhizobium fredii	0.0699663	0.0331835375	0.029420244143103794	0.06702952499999999	0.013063125000000002	7083389.0	6810864.0
Sinorhizobium medicae	0.0	0.0		0.0	0.0	6817576.0	6817576.0
Sinorhizobium meliloti	0.0206126	0.01049934821859504	0.00403483617986236	0.0125405	0.00869309	7692912.0	6140999.0
Sinorhizobium sp.	0.191731	0.0958655	0.11069594446199614	0.191731	0.0	6626583.0	6387352.0
Slackia heliotrinireducens	4.769060000000002e-05	2.384530000000001e-05	2.753418074781478e-05	4.769060000000002e-05	0.0	3166158.0	3165038.0
Sneathia amnii	0.0	0.0		0.0	0.0	1330224.0	1330224.0
Snodgrassella alvi	0.0	0.0		0.0	0.0	2527978.0	2527978.0
Sodalis glossinidius	0.0	0.0		0.0	0.0	4292502.0	4292502.0
Sodalis praecaptivus							
Soehngenia sp.	0.0	0.0		0.0	0.0	2356157.0	2356157.0
Solibacillus silvestris	0.0158335	0.00791675	0.009141475487213939	0.0158335	0.0	3991226.0	3984229.0
Solibacillus sp.	0.0	0.0		0.0	0.0	4283411.0	4283411.0
Solimonas sp.	0.0	0.0		0.0	0.0	5373342.0	5373342.0
Solitalea canadensis	0.0	0.0		0.0	0.0	5202069.0	5202069.0
Sorangium cellulosum	0.119909	0.08212980000000002	0.04652902568274811	0.113823	0.0412845	14782125.0	11261481.0
Sphaerobacter thermophilus	0.0	0.0		0.0	0.0	3993764.0	3993764.0
Sphaerochaeta coccoides	0.0	0.0		0.0	0.0	2227296.0	2227296.0
Sphaerochaeta globosa	0.0	0.0		0.0	0.0	3316466.0	3316466.0
Sphaerochaeta pleomorpha	0.0	0.0		0.0	0.0	3590853.0	3590853.0
Sphingobacteriaceae bacterium	0.0	0.0		0.0	0.0	6182066.0	6182066.0
Sphingobacterium mizutaii	0.0	0.0		0.0	0.0	4653048.0	4653048.0
Sphingobacterium psychroaquaticum	0.0	0.0		0.0	0.0	4396536.0	4396536.0
Sphingobacterium sp.	1.0	0.37616076	0.37663748402675284	0.295981	0.0250005	6357185.0	3925976.0
Sphingobium amiense	0.0	0.0		0.0	0.0	4773922.0	4773922.0
Sphingobium baderi	0.0	0.0		0.0	0.0	4583422.0	4583422.0
Sphingobium chlorophenolicum	0.0	0.0		0.0	0.0	4573221.0	4573221.0
Sphingobium cloacae	0.0	0.0		0.0	0.0	4547566.0	4547566.0
Sphingobium herbicidovorans	0.0	0.0		0.0	0.0	4240798.0	4240798.0
Sphingobium hydrophobicum	0.0	0.0		0.0	0.0	4602637.0	4602637.0
Sphingobium indicum							
Sphingobium japonicum	0.0	0.0		0.0	0.0	4424862.0	4424862.0
Sphingobium sp.	0.263022	0.15550518367346938	0.07173242981289142	0.203604	0.133864	6228879.0	4261696.0
Sphingobium yanoikuyae	0.0445606	0.02812715555555556	0.02114731574899703	0.0414262	0.0	5929589.0	5532633.0
Sphingomonas koreensis	0.0	0.0		0.0	0.0	4819238.0	4819238.0
Sphingomonas melonis	0.0055427	0.00277135	0.0032000793370373388	0.0055427	0.0	4196755.0	3653375.0
Sphingomonas panacis	0.0	0.0		0.0	0.0	5322941.0	5322941.0
Sphingomonas paucimobilis	0.0	0.0		0.0	0.0	4005505.0	4005505.0
Sphingomonas sanxanigenens	0.0	0.0		0.0	0.0	6580298.0	6580298.0
Sphingomonas sp.	1.0	0.24538362	0.1739458515487675	0.263022	0.197292	5038478.0	3761538.0
Sphingomonas taxi	0.0	0.0		0.0	0.0	4061902.0	4061902.0
Sphingomonas wittichii	0.0193079	0.00965395	0.011147421262486374	0.0193079	0.0	6573352.0	5915246.0
Sphingopyxis alaskensis	0.0	0.0		0.0	0.0	3373713.0	3373713.0
Sphingopyxis fribergensis	0.0	0.0		0.0	0.0	5202172.0	5202172.0
Sphingopyxis granuli	0.0	0.0		0.0	0.0	4679853.0	4679853.0
Sphingopyxis macrogoltabida	0.0590885	0.02603554844444445	0.030581409889007174	0.0574401	0.0	5953153.0	5098553.0
Sphingopyxis sp.	1.0	0.3599846666666666	0.40653645612227346	1.0	0.11478	4664213.0	2533041.0
Sphingorhabdus flavimaris	0.0	0.0		0.0	0.0	3479724.0	3479724.0
Sphingorhabdus sp.	0.23011	0.132704	0.10654740333766938	0.23011	0.0	4060755.0	3339521.0
Sphingosinicella microcystinivorans	0.0	0.0		0.0	0.0	4036662.0	4036662.0
Sphingosinicella sp.	0.0	0.0		0.0	0.0	6077080.0	6077080.0
Spiribacter curvatus	0.0	0.0		0.0	0.0	1926631.0	1926631.0
Spiribacter salinus	0.0	0.0		0.0	0.0	1739487.0	1739487.0
Spirochaeta africana	0.0	0.0		0.0	0.0	3285855.0	3285855.0
Spirochaeta thermophila	0.0404475	0.02022375	0.023352375013047388	0.0404475	0.0	2560222.0	2472645.0
Spiroplasma alleghenense	0.0	0.0		0.0	0.0	1336077.0	1336077.0
Spiroplasma apis	0.0	0.0		0.0	0.0	1160554.0	1160554.0
Spiroplasma atrichopogonis							
Spiroplasma cantharicola	0.0	0.0		0.0	0.0	1179577.0	1179577.0
Spiroplasma chrysopicola	0.0	0.0		0.0	0.0	1123322.0	1123322.0
Spiroplasma citri	0.0	0.0		0.0	0.0	1640878.0	1640878.0
Spiroplasma clarkii	0.0	0.0		0.0	0.0	1560007.0	1560007.0
Spiroplasma corruscae	0.0	0.0		0.0	0.0	1204639.0	1204639.0
Spiroplasma culicicola	0.0	0.0		0.0	0.0	1175131.0	1175131.0
Spiroplasma diminutum	0.0	0.0		0.0	0.0	945296.0	945296.0
Spiroplasma eriocheiris	0.0	0.0	0.0	0.0	0.0	1365714.0	1364757.0
Spiroplasma floricola	0.0	0.0		0.0	0.0	1284130.0	1284130.0
Spiroplasma gladiatoris	0.0	0.0		0.0	0.0	1164642.0	1164642.0
Spiroplasma helicoides	0.0	0.0		0.0	0.0	1326546.0	1326546.0
Spiroplasma kunkelii							
Spiroplasma litorale	0.0	0.0		0.0	0.0	1225519.0	1225519.0
Spiroplasma melliferum							
Spiroplasma mirum	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	1132608.0	1132591.0
Spiroplasma monobiae	0.0	0.0		0.0	0.0	891575.0	891575.0
Spiroplasma phoeniceum							
Spiroplasma sabaudiense	0.0	0.0		0.0	0.0	1075953.0	1075953.0
Spiroplasma sp.	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	1199640.0	1199621.0
Spiroplasma syrphidicola	0.0	0.0		0.0	0.0	1107344.0	1107344.0
Spiroplasma taiwanense	0.0	0.0		0.0	0.0	1086278.0	1086278.0
Spiroplasma turonicum	0.0	0.0	0.0	0.0	0.0	1261375.0	1261374.0
Spirosoma aerolatum	0.0	0.0		0.0	0.0	7959595.0	7959595.0
Spirosoma montaniterrae	0.0	0.0		0.0	0.0	5797678.0	5797678.0
Spirosoma pollinicola	0.0	0.0		0.0	0.0	8794837.0	8794837.0
Spirosoma radiotolerans	0.0	0.0		0.0	0.0	7029352.0	7029352.0
Spirosoma rigui	0.0	0.0		0.0	0.0	5828404.0	5828404.0
Spongiibacter sp.	0.0	0.0		0.0	0.0	3481669.0	3481669.0
Sporanaerobacter sp.	0.0	0.0		0.0	0.0	3743723.0	3743723.0
Sporolactobacillus terrae	0.0	0.0	0.0	0.0	0.0	3249582.0	3244798.0
Sporosarcina pasteurii	0.0	0.0		0.0	0.0	3253966.0	3253966.0
Sporosarcina psychrophila	0.0	0.0		0.0	0.0	4674191.0	4674191.0
Sporosarcina sp.	0.210897	0.09606166666666666	0.10901799837383504	0.210897	0.0	3495830.0	3235441.0
Sporosarcina ureae	0.133864	0.08685613749999999	0.05375458713506381	0.12521975	0.064686825	3412428.0	3353765.0
Stackebrandtia nassauensis	0.0	0.0		0.0	0.0	6841557.0	6841557.0
Stanieria cyanosphaera	0.0	0.0		0.0	0.0	5544990.0	5544990.0
Stanieria sp.	0.0	0.0		0.0	0.0	5463308.0	5463308.0
Staphylococcus agnetis	0.0	0.0		0.0	0.0	2503399.0	2503399.0
Staphylococcus argenteus	0.0106116	0.0041953155875	0.004654228939218559	0.0095784375	7.1643525e-05	2872664.0	2744503.0
Staphylococcus aureus	0.0276006	0.012771807438619453	0.006182552193391904	0.0184965	0.0084995	3114278.0	2664662.0
Staphylococcus auricularis	0.0	0.0		0.0	0.0	2216666.0	2216666.0
Staphylococcus capitis	0.0133547	0.008023377777777778	0.006071734972760623	0.0114419	0.0	2503265.0	2485152.0
