species	max_distance	mean_distance	std_distance	quartile_75_distance	quartile_25_distance	max_length	min_length
Candidatus Hoaglandella	0.0	0.0		0.0	0.0	636713.0	636713.0
Candidatus Ishikawaella	0.0	0.0		0.0	0.0	754729.0	754729.0
Candidatus Izimaplasma	0.0	0.0		0.0	0.0	1878735.0	1878735.0
Candidatus Kinetoplastibacterium	0.219531	0.15973436533125	0.08066900360674754	0.210897	0.149777	833125.0	741697.0
Candidatus Koribacter	0.0	0.0		0.0	0.0	5650368.0	5650368.0
Candidatus Kuenenia	0.0	0.0		0.0	0.0	4406153.0	4406153.0
Candidatus Liberibacter	0.263022	0.12783539787499998	0.11565752691520347	0.22217575	0.000975549	1268237.0	1190853.0
Candidatus Methylopumilus	0.23011	0.115055	0.13285407044322478	0.23011	0.0	1754988.0	1356428.0
Candidatus Midichloria	0.0	0.0		0.0	0.0	1183732.0	1183732.0
Candidatus Mikella	0.0	0.0		0.0	0.0	352837.0	352837.0
Candidatus Moranella	0.000434439	0.0002172195	0.00025082347359647183	0.000434439	0.0	538294.0	538203.0
Candidatus Nanopelagicus	0.191731	0.11647266666666667	0.08838079352579949	0.178173	0.0	1238108.0	1161863.0
Candidatus Nasuia	0.0786628	0.0393314	0.0454159887552097	0.0786628	0.0	112091.0	112031.0
Candidatus Nitrosoglobus	0.0	0.0		0.0	0.0	2018309.0	2018309.0
Candidatus Nitrospira	0.0	0.0		0.0	0.0	3295117.0	3295117.0
Candidatus Nucleicultrix	0.0	0.0		0.0	0.0	1838212.0	1838212.0
Candidatus Pantoea	0.00191916	0.00095958	0.0011080275426179622	0.00191916	0.0	1196948.0	1151074.0
Candidatus Paracaedibacter	0.0	0.0		0.0	0.0	2485110.0	2485110.0
Candidatus Pelagibacter	0.263022	0.131511	0.15185582250279372	0.263022	0.0	1308759.0	1284727.0
Candidatus Phycorickettsia	0.0	0.0		0.0	0.0	1472411.0	1472411.0
Candidatus Phytoplasma	0.219531	0.13787266666666667	0.10372157089896972	0.203604	0.0	879959.0	601943.0
Candidatus Planktophila	0.263022	0.16653069585798816	0.08108834158880168	0.219531	0.167688	1460061.0	1266983.0
Candidatus Portiera	0.00804257	0.0036368477	0.0033919722141074735	0.00778092	0.0005267345	359359.0	350928.0
Candidatus Profftella	7.15897e-05	3.579485e-05	4.133233256620455e-05	7.15897e-05	0.0	464857.0	463023.0
Candidatus Promineofilum	0.0	0.0		0.0	0.0	5033966.0	5033966.0
Candidatus Protochlamydia	0.0	0.0		0.0	0.0	3030375.0	3030375.0
Candidatus Pseudomonas	0.0	0.0		0.0	0.0	1835598.0	1835598.0
Candidatus Puniceispirillum	0.0	0.0		0.0	0.0	2753527.0	2753527.0
Candidatus Purcelliella	0.0	0.0		0.0	0.0	479855.0	479855.0
Candidatus Rhodoluna	0.0	0.0		0.0	0.0	1424506.0	1424506.0
Candidatus Rickettsiella	0.0	0.0		0.0	0.0	1579735.0	1579735.0
Candidatus Riesia	0.0	0.0		0.0	0.0	582127.0	582127.0
Candidatus Ruthia	0.0	0.0		0.0	0.0	1160782.0	1160782.0
Candidatus Saccharibacteria	1.0	0.5	0.5773502691896257	1.0	0.0	1450269.0	705138.0
Candidatus Saccharimonas	0.0	0.0		0.0	0.0	1013781.0	1013781.0
Candidatus Sodalis							
Candidatus Solibacter	0.0	0.0		0.0	0.0	9965640.0	9965640.0
Candidatus Sulcia	0.151946	0.048555101576388884	0.05587852915929119	0.11676	0.010891925	285352.0	190657.0
Candidatus Symbiobacter	0.0	0.0		0.0	0.0	2991840.0	2991840.0
Candidatus Tachikawaea	0.0	0.0		0.0	0.0	708439.0	708439.0
Candidatus Thiodictyon	0.0	0.0		0.0	0.0	7738984.0	7738984.0
Candidatus Thioglobus	0.263022	0.1521917777777778	0.11689893438434092	0.23011	0.0	1714148.0	1512449.0
Candidatus Tremblaya	9.55247e-05	4.776235e-05	5.5151211259258243e-05	9.55247e-05	0.0	138931.0	138927.0
Candidatus Uzinura	0.0	0.0		0.0	0.0	263431.0	263431.0
Candidatus Vesicomyosocius	0.0	0.0		0.0	0.0	1022154.0	1022154.0
Candidatus Walczuchella	0.0	0.0		0.0	0.0	309299.0	309299.0
Candidatus Xiphinematobacter	0.0	0.0		0.0	0.0	915884.0	915884.0
Capnocytophaga canimorsus	0.0217093	0.01577046111111111	0.007528457817803355	0.0202137	0.016782	2571406.0	2414275.0
Capnocytophaga cynodegmi	0.0	0.0		0.0	0.0	2640475.0	2640475.0
Capnocytophaga gingivalis	0.0	0.0		0.0	0.0	2838633.0	2838633.0
Capnocytophaga haemolytica	0.0	0.0	0.0	0.0	0.0	2688499.0	2688484.0
Capnocytophaga leadbetteri	0.0	0.0		0.0	0.0	2504023.0	2504023.0
Capnocytophaga ochracea							
Capnocytophaga sp.	1.0	0.4124327055555556	0.4306022740951515	1.0	0.026819	3412686.0	2614527.0
Capnocytophaga sputigena	0.0309745	0.0199938875	0.013157719140989696	0.030677	0.009906525000000001	3098616.0	2855148.0
Capnocytophaga stomatis	0.0	0.0		0.0	0.0	2831350.0	2831350.0
Caproiciproducens sp.	0.0	0.0		0.0	0.0	3308050.0	3308050.0
Carboxydocella thermautotrophica	0.00567497	0.002837485	0.0032764454571430506	0.00567497	0.0	2743125.0	2678168.0
Carboxydothermus hydrogenoformans	0.0	0.0		0.0	0.0	2401520.0	2401520.0
Cardinium endosymbiont	0.197292	0.098646	0.11390658930895964	0.197292	0.0	1103593.0	944930.0
Cardiobacterium hominis	0.0	0.0		0.0	0.0	2670755.0	2670755.0
Carnobacterium divergens	0.0	0.0		0.0	0.0	2666320.0	2666320.0
Carnobacterium inhibens	0.0	0.0		0.0	0.0	2497115.0	2497115.0
Carnobacterium maltaromaticum	0.00600989	0.003004945	0.0034698116093000403	0.00600989	0.0	3695838.0	3650416.0
Carnobacterium sp.	0.210897	0.1054485	0.1217614397212845	0.210897	0.0	2685399.0	2614401.0
Castellaniella defragrans	0.0	0.0		0.0	0.0	3952818.0	3952818.0
Catenovulum sp.	0.0	0.0		0.0	0.0	5871129.0	5871129.0
Catenulispora acidiphila	0.0	0.0		0.0	0.0	10467782.0	10467782.0
Caulobacter flavus	0.0	0.0		0.0	0.0	5659202.0	5659202.0
Caulobacter henricii	0.0	0.0		0.0	0.0	3957288.0	3957288.0
Caulobacter mirabilis	0.0	0.0		0.0	0.0	4577265.0	4577265.0
Caulobacter segnis	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	4655622.0	4655467.0
Caulobacter sp.	0.164662	0.082331	0.09506765002530215	0.164662	0.0	5889399.0	4869030.0
Caulobacter vibrioides	0.0184965	0.008099981600000002	0.007944032224425608	0.014150200000000003	0.000239895	4137285.0	4016947.0
Caulobacteraceae bacterium	0.0	0.0		0.0	0.0	3732719.0	3732719.0
Cedecea lapagei	0.0	0.0		0.0	0.0	4778444.0	4778444.0
Cedecea neteri	0.0962153	0.060021912000000004	0.03333636294430503	0.0737105	0.0465005	5469298.0	4659311.0
Celeribacter ethanolicus	0.0	0.0		0.0	0.0	4157437.0	4157437.0
Celeribacter indicus	0.0	0.0		0.0	0.0	4969388.0	4969388.0
Celeribacter manganoxidans	0.0	0.0		0.0	0.0	3956796.0	3956796.0
Celeribacter marinus	0.0	0.0		0.0	0.0	3096705.0	3096705.0
Cellulomonas fimi	0.000532603	0.0002663015	0.0003074984854212023	0.000532603	0.0	4266344.0	4194131.0
Cellulomonas flavigena	0.0	0.0		0.0	0.0	4123179.0	4123179.0
Cellulomonas gilvus	0.0	0.0		0.0	0.0	3526441.0	3526441.0
Cellulomonas sp.	0.167688	0.083844	0.09681471193986997	0.167688	0.0	3909366.0	3794193.0
Cellulophaga algicola	0.0	0.0		0.0	0.0	4888353.0	4888353.0
Cellulophaga baltica	0.023602	0.011801	0.013626621053413548	0.023602	0.0	4635105.0	4560540.0
Cellulophaga lytica	0.012029799999999998	0.006482848888888888	0.005515606181863523	0.0116661	0.0	3952957.0	3765936.0
Cellulosilyticum lentocellum							
Cellulosilyticum sp.	0.0	0.0		0.0	0.0	4779774.0	4779774.0
Cellulosimicrobium cellulans	0.0	0.0		0.0	0.0	4799856.0	4799856.0
Cellulosimicrobium sp.	0.0	0.0		0.0	0.0	4265546.0	4265546.0
Cellvibrio japonicus	0.0	0.0		0.0	0.0	4576573.0	4576573.0
Cellvibrio sp.	0.23011	0.115055	0.13285407044322478	0.23011	0.0	5257074.0	4705304.0
Chania multitudinisentens	0.0	0.0		0.0	0.0	5488183.0	5488183.0
Chelativorans sp.	0.0	0.0		0.0	0.0	4935185.0	4935185.0
Chelatococcus daeguensis	0.0	0.0		0.0	0.0	4095174.0	4095174.0
Chelatococcus sp.	0.0	0.0		0.0	0.0	5243734.0	5243734.0
Chitinophaga caeni	0.0	0.0		0.0	0.0	5279921.0	5279921.0
Chitinophaga pinensis	0.0	0.0		0.0	0.0	9127347.0	9127347.0
Chlamydia abortus	0.000532603	0.0002886408555555556	0.0002347107123726792	0.000483446	0.0	1144467.0	1144224.0
Chlamydia avium	0.0	0.0		0.0	0.0	1048269.0	1048269.0
Chlamydia caviae	0.0	0.0		0.0	0.0	1181356.0	1181356.0
Chlamydia felis	0.0	0.0		0.0	0.0	1173791.0	1173791.0
Chlamydia gallinacea	0.00299754	0.00149877	0.0017306305259066708	0.00299754	0.0	1067202.0	1067014.0
Chlamydia muridarum	0.000312573	3.4128565e-05	7.239954987603796e-05	2.38274e-05	0.0	1080451.0	1072945.0
Chlamydia pecorum	0.00804257	0.0042637225	0.0031269002967401014	0.0072598325	0.0018476999999999999	1106534.0	1104552.0
Chlamydia pneumoniae	0.00666341	0.0012280161818181818	0.002332854722948013	0.00058191	0.0	1248550.0	1225935.0
Chlamydia psittaci	0.0181917	0.005255436828808864	0.005136021385222692	0.00781808	0.000361208	1179934.0	1147152.0
Chlamydia sp.	0.23011	0.115055	0.13285407044322478	0.23011	0.0	1206142.0	1162663.0
Chlamydia suis	0.0210181	0.011477284800000001	0.00752610805003994	0.0203459	0.00924552	1101914.0	1075010.0
Chlamydia trachomatis	0.00804257	0.0045117379800973505	0.0022470064259148123	0.00621379	0.00251903	1083893.0	1033342.0
Chloracidobacterium thermophilum	0.0	0.0		0.0	0.0	3695372.0	3695372.0
Chlorobaculum limnaeum	0.0	0.0		0.0	0.0	2797276.0	2797276.0
Chlorobaculum parvum	0.0	0.0		0.0	0.0	2289249.0	2289249.0
Chlorobaculum tepidum	0.0	0.0		0.0	0.0	2154946.0	2154946.0
Chlorobium chlorochromatii	0.0	0.0		0.0	0.0	2572079.0	2572079.0
Chlorobium limicola	0.0	0.0		0.0	0.0	2763181.0	2763181.0
Chlorobium phaeobacteroides	0.263022	0.131511	0.15185582250279372	0.263022	0.0	3133902.0	2736403.0
Chlorobium phaeovibrioides	0.0	0.0		0.0	0.0	1966858.0	1966858.0
Chloroflexus aggregans	0.0	0.0		0.0	0.0	4684931.0	4684931.0
Chloroflexus aurantiacus	0.000119496	5.9748e-05	6.899104776708352e-05	0.000119496	0.0	5268950.0	5258541.0
Chloroherpeton thalassium	0.0	0.0		0.0	0.0	3293456.0	3293456.0
Chondrocystis sp.	0.0	0.0		0.0	0.0	5002520.0	5002520.0
Chondromyces crocatus	0.0	0.0		0.0	0.0	11388132.0	11388132.0
Christensenella massiliensis	0.0	0.0		0.0	0.0	2560186.0	2560186.0
Christensenella minuta	0.0	0.0		0.0	0.0	2969292.0	2969292.0
Christensenella sp.	0.0	0.0		0.0	0.0	2422126.0	2422126.0
Chromatiaceae bacterium	0.0	0.0		0.0	0.0	4790451.0	4790451.0
Chromobacterium rhizoryzae	0.0	0.0		0.0	0.0	5169057.0	5169057.0
Chromobacterium sp.	0.106047	0.04932566666666667	0.05359896923157664	0.105264	0.0	5138981.0	4801308.0
Chromobacterium vaccinii	0.03743540000000002	0.01871770000000001	0.02161333826722133	0.03743540000000002	0.0	5041230.0	4939655.0
Chromobacterium violaceum	0.0113974	0.0056987	0.006580291958061841	0.0113974	0.0	4751080.0	4386139.0
Chromohalobacter salexigens	0.0	0.0		0.0	0.0	3696649.0	3696649.0
Chroococcidiopsis thermalis	0.0	0.0		0.0	0.0	6689401.0	6689401.0
Chryseobacterium antarcticum	0.0	0.0		0.0	0.0	3137220.0	3137220.0
Chryseobacterium arthrosphaerae	0.0	0.0		0.0	0.0	5361872.0	5361872.0
Chryseobacterium balustinum	0.0	0.0		0.0	0.0	4974086.0	4974086.0
Chryseobacterium bernardetii	0.013699100000000002	0.006849550000000001	0.007909179072655603	0.013699100000000002	0.0	5318634.0	5104943.0
Chryseobacterium camelliae	0.0	0.0		0.0	0.0	4376354.0	4376354.0
Chryseobacterium carnipullorum	0.000119496	5.9748e-05	6.899104776708352e-05	0.000119496	0.0	5459074.0	5458793.0
Chryseobacterium carnis	0.0	0.0		0.0	0.0	3230102.0	3230102.0
Chryseobacterium gallinarum	0.0	0.0		0.0	0.0	4633632.0	4633632.0
Chryseobacterium glaciei	0.0	0.0		0.0	0.0	4871648.0	4871648.0
Chryseobacterium gleum	0.219531	0.1097655	0.12674628194546775	0.219531	0.0	5606922.0	3685675.0
Chryseobacterium haifense	0.0	0.0		0.0	0.0	2764180.0	2764180.0
Chryseobacterium indologenes	0.170926	0.0464084641632653	0.06880562194321306	0.0108269	0.00944662	5314748.0	4866345.0
Chryseobacterium indoltheticum	0.035622	0.017811	0.02056637128907285	0.035622	0.0	4253895.0	4191778.0
Chryseobacterium jeonii	0.0	0.0		0.0	0.0	3288745.0	3288745.0
Chryseobacterium joostei	0.0	0.0		0.0	0.0	4890621.0	4890621.0
Chryseobacterium lactis	0.0	0.0	0.0	0.0	0.0	5618212.0	5618200.0
Chryseobacterium nakagawai	0.0	0.0	0.0	0.0	0.0	5602501.0	5595345.0
Chryseobacterium piperi	0.0	0.0		0.0	0.0	4501946.0	4501946.0
Chryseobacterium shandongense	0.0172424	0.00777294	0.008648126555773511	0.0164989	0.0	4628783.0	4390955.0
Chryseobacterium sp.	1.0	0.43813003636363634	0.37521948066902033	1.0	0.197292	5503743.0	2469733.0
Chryseobacterium taklimakanense	0.0314775	0.020200244444444442	0.015171061332691188	0.030188099999999992	0.0	2764880.0	2538787.0
Chryseolinea sp.	0.0	0.0		0.0	0.0	8241389.0	8241389.0
Citrobacter amalonaticus	0.0110882	0.006595016249999999	0.0049729195706826315	0.010848799999999999	0.0010439175	5738233.0	5048670.0
Citrobacter braakii	0.0146626	0.0073313	0.008465456057019807	0.0146626	0.0	5634842.0	4834774.0
Citrobacter europaeus	0.010568799999999998	0.00624508	0.0048527298167835384	0.0102298	0.0	5357480.0	5244290.0
Citrobacter farmeri	0.0	0.0		0.0	0.0	5715629.0	5715629.0
Citrobacter freundii	0.117785	0.022806533159722222	0.02681143763913252	0.018389375	0.014340950000000002	5772165.0	4839493.0
Citrobacter gillenii							
Citrobacter koseri	0.013160299999999998	0.007916035611111111	0.0054957800465376405	0.0115761	0.000730741	4934662.0	4581001.0
Citrobacter portucalensis	0.0265635	0.016907208	0.009173430380221276	0.023602	0.015508	5688355.0	4694654.0
Citrobacter rodentium	0.0	0.0		0.0	0.0	5444283.0	5444283.0
Citrobacter sp.	0.104495	0.0522475	0.06033021637896995	0.104495	0.0	5370228.0	4946572.0
Citrobacter unknown	0.0	0.0		0.0	0.0	5875351.0	5875351.0
Citrobacter werkmanii	0.0389696	0.019586049999999997	0.015044212481438389	0.035302399999999984	0.0105369	6081860.0	5062051.0
Citrobacter youngae	0.0146626	0.009196244444444444	0.00692625569014585	0.0138485	0.0	4867355.0	4654874.0
Citromicrobium sp.	0.0	0.0		0.0	0.0	3258499.0	3258499.0
Clavibacter michiganensis	0.0774628	0.0458893675510204	0.029026465970506503	0.0668569	0.0026025	3408062.0	3063596.0
Cloacibacillus porcorum	0.0	0.0		0.0	0.0	3585187.0	3585187.0
Cloacibacterium normanense	0.0	0.0		0.0	0.0	2759562.0	2759562.0
Clostridiaceae bacterium	0.0	0.0		0.0	0.0	3151275.0	3151275.0
Clostridiales bacterium	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	3558314.0	3518882.0
Clostridioides difficile	0.0353885	0.01741321386944	0.011899091401048934	0.0326168	0.00823165	4474333.0	4047729.0
Clostridium aceticum	0.0	0.0		0.0	0.0	4207037.0	4207037.0
Clostridium acetobutylicum	7.15897e-05	4.241555555555556e-05	3.327426382225124e-05	7.15897e-05	0.0	4145581.0	4132226.0
Clostridium argentinense	0.0	0.0		0.0	0.0	4803058.0	4803058.0
Clostridium autoethanogenum	4.769060000000002e-05	2.384530000000001e-05	2.753418074781478e-05	4.769060000000002e-05	0.0	4352446.0	4352205.0
Clostridium baratii	0.0329357	0.01646785	0.019015435260948756	0.0329357	0.0	3338630.0	3211717.0
Clostridium beijerinckii	0.042144699999999986	0.023269283333333335	0.013933633747990608	0.0360949	0.0211548	6485394.0	5999050.0
Clostridium bornimense	0.0	0.0		0.0	0.0	3617025.0	3617025.0
Clostridium botulinum	1.0	0.22763266373487712	0.3714498301465007	0.263022	0.0200822	4432564.0	3207592.0
Clostridium butyricum	0.0194991	0.008367250833333334	0.008175640989988261	0.0184965	0.000239895	4639914.0	4597202.0
Clostridium carboxidivorans	0.0	0.0		0.0	0.0	5752782.0	5752782.0
Clostridium cellulovorans	0.0	0.0		0.0	0.0	5262222.0	5262222.0
Clostridium chauvoei	0.000167546	6.272185e-05	5.784983467447422e-05	9.55247e-05	0.0	2889569.0	2872664.0
Clostridium cochlearium	0.0	0.0		0.0	0.0	2435419.0	2435419.0
Clostridium drakei	0.0	0.0		0.0	0.0	5695241.0	5695241.0
Clostridium estertheticum	0.0	0.0		0.0	0.0	4785613.0	4785613.0
Clostridium formicaceticum	2.38274e-05	1.19137e-05	1.3756755804088889e-05	2.38274e-05	0.0	4586755.0	4586728.0
Clostridium isatidis	0.0	0.0		0.0	0.0	2869927.0	2869927.0
Clostridium kluyveri	0.0411434	0.018281310222222222	0.02162239167141869	0.041003	0.0	4512934.0	3955303.0
Clostridium ljungdahlii							
Clostridium novyi	0.17440799999999998	0.08720399999999999	0.10069450574882424	0.17440799999999998	0.0	2547720.0	2499078.0
Clostridium pasteurianum	0.167688	0.053665878576000005	0.07983145345954411	0.167688	0.0	5044100.0	4351863.0
Clostridium perfringens	0.0450347	0.019970719166666668	0.01054549270140874	0.031099449999999997	0.0150285	4070811.0	3085740.0
Clostridium saccharobutylicum	0.00541137	0.0017316384	0.0025763274370242616	0.00541137	0.0	5108304.0	4950933.0
Clostridium saccharoperbutylacetonicum	0.0188675	0.00943375	0.010893156203935264	0.0188675	0.0	6666445.0	6219394.0
Clostridium scatologenes							
Clostridium septicum	0.00232584	0.00116292	0.0013428243500919993	0.00232584	0.0	3454144.0	3404718.0
Clostridium sp.	1.0	0.6701306111111112	0.4282777310164367	1.0	0.295981	6364326.0	2795954.0
Clostridium sporogenes	0.0	0.0		0.0	0.0	2845495.0	2845495.0
Clostridium taeniosporum	0.0	0.0		0.0	0.0	3503506.0	3503506.0
Clostridium tetani	0.0303826	0.0151913	0.017541402288680723	0.0303826	0.0	2873333.0	2865850.0
Clostridium tyrobutyricum	0.0	0.0		0.0	0.0	3134437.0	3134437.0
Cnuibacter physcomitrellae							
Cobetia marina	0.0	0.0		0.0	0.0	4176400.0	4176400.0
Cohnella sp.	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	7059027.0	5289049.0
Collimonas arenae	0.164662	0.07323105377777778	0.0867390518513627	0.164662	0.0	5644972.0	4709377.0
Collimonas fungivorans	0.051337	0.0256685	0.02963943076938782	0.051337	0.0	5599729.0	5186898.0
Collimonas pratensis	0.0180108	0.0090054	0.010398540228320511	0.0180108	0.0	5730025.0	5585899.0
Collinsella aerofaciens	0.047173800000000016	0.023586900000000008	0.027235806128697578	0.047173800000000016	0.0	2332121.0	2306349.0
Colwellia beringensis	0.0	0.0		0.0	0.0	4661274.0	4661274.0
Colwellia psychrerythraea	0.0	0.0		0.0	0.0	5373180.0	5373180.0
Colwellia sp.	1.0	0.24644544	0.25012502250542623	0.295981	0.133864	4884300.0	4305442.0
Comamonas kerstersii	0.0	0.0		0.0	0.0	3547915.0	3547915.0
Comamonas serinivorans	0.0	0.0		0.0	0.0	4522913.0	4522913.0
Comamonas testosteroni	0.0	0.0		0.0	0.0	6062703.0	6062703.0
Comamonas thiooxydans	0.0	0.0		0.0	0.0	5373644.0	5373644.0
Commensalibacter sp.	0.0	0.0		0.0	0.0	2023834.0	2023834.0
Conexibacter woesei	0.0	0.0		0.0	0.0	6359369.0	6359369.0
Confluentimicrobium sp.	0.0	0.0		0.0	0.0	4147426.0	4147426.0
Coprothermobacter proteolyticus	0.0	0.0		0.0	0.0	1424912.0	1424912.0
Coraliomargarita akajimensis	0.0	0.0		0.0	0.0	3750771.0	3750771.0
Corallococcus coralloides	0.0348125	0.01740625	0.02009900624616385	0.0348125	0.0	10080619.0	9587888.0
Coriobacteriaceae bacterium	0.0	0.0		0.0	0.0	1967093.0	1967093.0
Coriobacterium glomerans	0.0	0.0		0.0	0.0	2115681.0	2115681.0
Corynebacterium ammoniagenes	4.769060000000002e-05	2.384530000000001e-05	2.753418074781478e-05	4.769060000000002e-05	0.0	2808265.0	2790185.0
Corynebacterium aquilae	0.0	0.0		0.0	0.0	2926437.0	2926437.0
Corynebacterium argentoratense	0.0	0.0		0.0	0.0	2031902.0	2031902.0
Corynebacterium atypicum	0.0	0.0		0.0	0.0	2359448.0	2359448.0
Corynebacterium aurimucosum	0.0	0.0		0.0	0.0	2819226.0	2819226.0
Corynebacterium callunae	0.0	0.0		0.0	0.0	2928683.0	2928683.0
Corynebacterium camporealensis	0.000458924	0.000229462	0.0002649598949375798	0.000458924	0.0	2451810.0	2450029.0
Corynebacterium casei	0.0	0.0		0.0	0.0	3132213.0	3132213.0
Corynebacterium choanis	0.0	0.0		0.0	0.0	2986773.0	2986773.0
Corynebacterium crudilactis	0.0	0.0		0.0	0.0	3217288.0	3217288.0
Corynebacterium cystitidis	0.0	0.0		0.0	0.0	3011567.0	3011567.0
Corynebacterium deserti	0.0	0.0		0.0	0.0	3033893.0	3033893.0
Corynebacterium diphtheriae	0.0191181	0.014856519276190475	0.004486892156432803	0.017417500000000002	0.0142518	2557381.0	2395441.0
Corynebacterium doosanense	0.0	0.0		0.0	0.0	2698995.0	2698995.0
Corynebacterium efficiens	0.0	0.0		0.0	0.0	3219505.0	3219505.0
Corynebacterium epidermidicanis	0.0	0.0		0.0	0.0	2692072.0	2692072.0
Corynebacterium falsenii	0.0	0.0		0.0	0.0	2719616.0	2719616.0
Corynebacterium flavescens	0.0	0.0		0.0	0.0	2758653.0	2758653.0
Corynebacterium frankenforstense	0.0	0.0		0.0	0.0	2604152.0	2604152.0
Corynebacterium geronticis	0.0	0.0		0.0	0.0	2263210.0	2263210.0
Corynebacterium glaucum	0.0	0.0		0.0	0.0	2518659.0	2518659.0
Corynebacterium glutamicum	0.12101	0.021367358092361108	0.028497744708366093	0.0204789	0.01257575	3537507.0	2843369.0
Corynebacterium glyciniphilum	0.0	0.0		0.0	0.0	3568218.0	3568218.0
Corynebacterium halotolerans	0.0	0.0		0.0	0.0	3222008.0	3222008.0
Corynebacterium humireducens	0.0	0.0		0.0	0.0	2681312.0	2681312.0
Corynebacterium imitans	0.0	0.0	0.0	0.0	0.0	2565606.0	2565321.0
Corynebacterium jeikeium	0.210897	0.107415925	0.10149062513227844	0.203604	0.012501225000000001	2650878.0	2414649.0
Corynebacterium kroppenstedtii	0.0	0.0		0.0	0.0	2446804.0	2446804.0
Corynebacterium kutscheri	0.00381583	0.0020928925	0.0017091428627531403	0.0033528474999999997	0.0	2387981.0	2354065.0
Corynebacterium lactis	0.0	0.0		0.0	0.0	2769745.0	2769745.0
Corynebacterium marinum	0.0	0.0		0.0	0.0	2729219.0	2729219.0
Corynebacterium maris	0.0	0.0		0.0	0.0	2833547.0	2833547.0
Corynebacterium matruchotii	0.0	0.0		0.0	0.0	2878842.0	2878842.0
Corynebacterium minutissimum	0.0	0.0		0.0	0.0	2695970.0	2695970.0
Corynebacterium mustelae	0.0	0.0		0.0	0.0	3474226.0	3474226.0
Corynebacterium pelargi	0.0	0.0		0.0	0.0	2370062.0	2370062.0
Corynebacterium phocae	0.0	0.0		0.0	0.0	2791883.0	2791883.0
Corynebacterium provencense	0.0	0.0		0.0	0.0	3111650.0	3111650.0
Corynebacterium pseudopelargi	0.0	0.0		0.0	0.0	2348160.0	2348160.0
Corynebacterium pseudotuberculosis	0.0137986	0.006418712877738142	0.006175904057668018	0.013160299999999998	0.000532603	2403579.0	2279118.0
Corynebacterium renale	0.015508	0.007754	0.008953547974592716	0.015508	0.0	2338129.0	2335089.0
Corynebacterium resistens	0.0	0.0		0.0	0.0	2601311.0	2601311.0
Corynebacterium segmentosum	0.0	0.0		0.0	0.0	2373440.0	2373440.0
Corynebacterium simulans	0.0228571	0.01142855	0.013196552837894195	0.0228571	0.0	2737971.0	2598702.0
Corynebacterium singulare	0.0	0.0		0.0	0.0	2830519.0	2830519.0
Corynebacterium sp.	1.0	0.28699287500000004	0.3014655030871415	0.295981	0.1725825	2511302.0	2357924.0
Corynebacterium sphenisci	0.0	0.0		0.0	0.0	2594799.0	2594799.0
Corynebacterium stationis	0.0172424	0.007631000666666665	0.008981936505356277	0.016953599999999996	0.0	2871159.0	2853666.0
Corynebacterium striatum	0.041855300000000005	0.020266642222222225	0.020625655793538287	0.0417116	0.0	3031488.0	2797692.0
Corynebacterium terpenotabidum	0.0	0.0		0.0	0.0	2751233.0	2751233.0
Corynebacterium testudinoris	0.0	0.0		0.0	0.0	2721226.0	2721226.0
Corynebacterium ulcerans	0.08340410000000001	0.024563216601020413	0.02441529841135278	0.034024900000000004	0.0113974	2606374.0	2434569.0
Corynebacterium urealyticum	0.0110882	0.004928953466666667	0.0058224480407467845	0.0110444	0.0	2377532.0	2316065.0
Corynebacterium ureicelerivorans	0.0	0.0		0.0	0.0	2328278.0	2328278.0
Corynebacterium uterequi	0.0	0.0		0.0	0.0	2419437.0	2419437.0
Corynebacterium variabile	0.0	0.0		0.0	0.0	3433007.0	3433007.0
Corynebacterium vitaeruminis	0.0	0.0		0.0	0.0	2931780.0	2931780.0
Corynebacterium xerosis	0.0	0.0		0.0	0.0	2738835.0	2738835.0
Coxiella burnetii	0.00708822	0.0033833170011834317	0.0023176104966638133	0.00531349	0.00139189	2212937.0	1995457.0
Coxiella endosymbiont	0.0	0.0		0.0	0.0	656901.0	656901.0
Crinalium epipsammum	0.0	0.0		0.0	0.0	5620407.0	5620407.0
Croceibacter atlanticus	0.0	0.0		0.0	0.0	2952962.0	2952962.0
Croceicoccus marinus	0.0	0.0		0.0	0.0	4109188.0	4109188.0
Croceicoccus naphthovorans	0.0	0.0		0.0	0.0	3863562.0	3863562.0
Cronobacter condimenti	0.0	0.0		0.0	0.0	4499482.0	4499482.0
Cronobacter dublinensis	0.0	0.0		0.0	0.0	4628405.0	4628405.0
Cronobacter malonaticus							
Cronobacter muytjensii	0.0	0.0		0.0	0.0	4364114.0	4364114.0
Cronobacter sakazakii	0.0239063	0.016108885714285714	0.008287303703795946	0.0208822	0.0186813	4908057.0	4268675.0
Cronobacter turicensis	0.0	0.0		0.0	0.0	4599092.0	4599092.0
Cronobacter universalis	0.0	0.0		0.0	0.0	4436873.0	4436873.0
Cryobacterium arcticum	0.0	0.0		0.0	0.0	4351229.0	4351229.0
Cryobacterium sp.	0.12571500000000002	0.06285750000000001	0.0725815890911738	0.12571500000000002	0.0	4385465.0	3959889.0
Cryptobacterium curtum	0.0	0.0		0.0	0.0	1617804.0	1617804.0
Cupriavidus basilensis	0.0	0.0		0.0	0.0	8421483.0	8421483.0
