taxonId,superkingdom,genus,species
1402783,2,1279,1280
1402784,2,1279,1280
1402785,2,1279,1280
1402786,2,1279,1280
1402787,2,1279,1280
1402788,2,1279,1280
1402789,2,1279,1280
1402790,2,1279,1280
1402791,2,1279,1280
1402792,2,1279,1280
1402793,2,1279,1280
1402794,2,1279,1280
1402795,2,1279,1280
1402796,2,1279,1280
1402797,2,1279,1280
1402798,2,1279,1280
1402799,2,1279,1280
1402800,2,1279,1280
1402801,2,1279,1280
1402802,2,1279,1280
1402803,2,1279,1280
1402804,2,1279,1280
1402805,2,1279,1280
1402806,2,1279,1280
1402807,2,1279,1280
1402808,2,1279,1280
1402809,2,1279,1280
1402810,2,1279,1280
1402811,2,1279,1280
1402812,2,1279,1280
1402813,2,1279,1280
1402814,2,1279,1280
1402860,2,1386,1402860
1402861,2,1386,1402861
1402875,10239,,1402875
1402966,2,1763,1764
1402967,2,1763,1764
1402974,2,773,803
1402975,2,773,803
1402976,2,773,803
1402977,2,773,803
1402978,2,773,803
1402979,2,773,38323
1402980,2,773,38323
1402981,2,773,38323
1402982,2,773,38323
1403034,2,286,287
1403035,2,286,287
1403039,2,286,287
1403040,2,286,287
1403043,2,286,287
1403044,2,286,287
1403048,2,286,287
1403050,2,286,287
1403053,2,517,520
140314,2,82802,140314
1403243,2,1386,1403243
1403313,2,1386,1478
1403314,2,286,930166
1403316,2,2093,984991
1403320,2,,1403320
1403327,2,1637,1639
1403328,2,1637,1639
1403329,2,1637,1639
1403330,2,1637,1639
1403335,2,836,837
1403336,2,836,837
1403338,2,836,837
1403339,2,286,78327
1403343,2,1298,980427
1403344,2,2370,2371
1403346,2,286,271420
1403347,2,376488,376489
1403390,10239,,1403390
1403449,2,1301,1336
1403537,2,1403538,655338
1403540,2,2745,1403540
1403542,2,1578,1590
1403565,10239,,1403565
1403819,2,2735,1403819
1403829,2,1301,1309
1403831,2,561,562
1403836,2,1279,1280
1403837,2,1279,1280
1403838,2,1279,1280
1403839,2,1279,1280
1403840,2,1279,1280
1403841,2,1279,1280
1403842,2,1279,1280
1403843,2,1279,1280
1403844,2,1279,1280
1403845,2,1279,1280
1403846,2,1279,1280
1403847,2,1279,1280
1403848,2,1279,1280
1403849,2,1279,1280
1403850,2,1279,1280
1403851,2,1279,1280
1403852,2,1279,1280
1403853,2,1279,1280
1403854,2,1279,1280
1403855,2,1279,1280
1403856,2,1279,1280
1403857,2,1279,1280
1403858,2,1279,1280
1403859,2,1279,1280
1403860,2,1279,1280
1403861,2,1279,1280
1403862,2,1279,1280
1403863,2,1279,1280
1403864,2,1279,1280
1403865,2,1279,1280
1403866,2,1279,1280
1403867,2,1279,1280
1403868,2,1279,1280
1403869,2,1279,1280
1403870,2,1279,1280
1403871,2,1279,1280
1403872,2,1279,1280
1403873,2,1279,1280
1403874,2,1279,1280
1403875,2,1279,1280
1403876,2,1279,1280
1403877,2,1279,1280
1403878,2,1279,1280
1403879,2,1279,1280
1403880,2,1279,1280
1403882,2,1279,1280
1403883,2,1279,1280
1403884,2,1279,1280
1403885,2,1279,1280
1403886,2,1279,1280
1403887,2,1279,1280
1403888,2,1279,1280
1403889,2,1279,1280
1403890,2,1279,1280
1403891,2,1279,1280
1403892,2,1279,1280
1403893,2,1279,1280
1403894,2,1279,1280
1403895,2,1279,1280
1403896,2,1279,1280
1403897,2,1279,1280
1403898,2,1279,1280
1403899,2,1279,1280
1403900,2,1279,1280
1403901,2,1279,1280
1403902,2,1279,1280
1403903,2,1279,1280
1403904,2,1279,1280
1403905,2,1279,1280
1403906,2,1279,1280
1403907,2,1279,1280
1403908,2,1279,1280
1403909,2,1279,1280
1403910,2,1279,1280
1403911,2,1279,1280
1403912,2,1279,1280
1403913,2,1279,1280
1403914,2,1279,1280
1403915,2,1279,1280
1403916,2,1279,1280
1403917,2,1279,1280
1403918,2,1279,1280
1403920,2,1279,1280
1403921,2,1279,1280
1403922,2,1279,1280
1403923,2,1279,1280
1403924,2,1279,1280
1403925,2,1279,1280
1403926,2,1279,1280
1403927,2,1279,1280
1403928,2,1279,1280
1403929,2,1279,1280
1403930,2,1279,1280
1403931,2,1279,1280
1404,2,1386,1404
1404245,2,1716,1404244
1404258,2,1386,1423
1404260,2,1301,1309
1404261,2,561,562
1404262,2,561,562
1404345,10239,,1979758
1404367,2,374,1404367
1404402,2,374,1404402
1404411,2,374,1404411
1404429,2,374,1404429
1404768,2,374,1404768
1404864,2,374,1404864
1404888,2,374,1404888
1405,2,1386,1405
1405120,2,1649295,357240
1405291,2,1184396,1405291
1405292,2,561,562
1405293,2,561,562
1405294,2,561,562
1405295,2,561,562
1405296,2,810,83559
1405299,10239,2560100,1592572
1405396,2,810,1405396
1405498,2,1279,1286
1405499,2,1649295,357240
1405803,2,286,43263
1405807,10239,11584,1405807
1406,2,44249,1406
1406134,10239,11572,1406134
1406225,2,47,83451
140626,2,140625,140626
1406314,2,570,573
1406343,10239,1980533,1980537
1406344,10239,1980533,1980535
1406431,2,149698,1406431
1406779,10239,,1406779
1406780,10239,,1406780
1406781,10239,1917990,1918006
1406782,10239,1623275,1406782
1406783,10239,1857845,1986015
1406784,10239,1623275,1406784
1406785,10239,1921016,1921017
1406786,10239,1921184,1921185
1406788,10239,1623275,1406788
1406789,10239,1921184,1921188
1406790,10239,1921709,1921710
1406791,10239,1917990,1918008
1406792,10239,1921709,1921712
1406793,10239,2560117,2560388
1406794,10239,1298971,1987153
1406795,10239,1298971,1987156
1406816,10239,12195,1406816
1406817,2,561,562
1406818,2,561,562
1406819,2,561,562
1406820,2,561,562
1406821,2,561,562
1406822,2,1649295,435910
1406823,2,1649295,435910
1406840,2,237,657326
1406857,2,129337,33941
1406858,2,1817,1823
1406859,2,1817,37326
1406860,2,590,28901
1406863,2,1279,1280
1406864,2,46239,2151
1406866,2,60136,60137
1406873,2,178469,1406873
1406902,2,51366,1406902
1406974,10239,545932,2040658
1407017,2,1485,1491
1407052,2,1578,1613
1407053,2,234,120577
1407057,10239,,1407057
1407058,10239,2169619,1407058
1407062,2,551,552
1407063,2,551,552
1407064,2,551,552
1407071,2,469,1407071
1407462,2,209,210
1407463,2,209,210
1407493,10239,,1407493
1407497,2,1279,1280
1407498,2,1279,1280
1407502,2,40323,40324
1407559,2,58113,1407559
1407608,10239,110456,1407608
1407647,2,416916,714
1407649,2,286,287
1407650,2,1129,1407650
1407653,2,61434,61435
1408,2,1386,1408
1408103,2,1386,1408103
1408129,10239,334211,334212
1408133,10239,2003394,1408133
1408137,10239,10892,1408137
1408144,10239,1978532,1978545
1408159,2,2335,1508419
1408160,2,2335,1508420
1408163,2759,1132856,68825
1408164,2,,1408164
1408165,2,662,670
1408166,2,662,670
1408168,2,662,670
1408169,2,662,670
1408172,2,662,670
1408173,2,662,670
1408174,2,662,670
1408176,2,194,197
1408177,2,53335,549
1408178,2,1301,1308
1408179,2,1301,1313
1408180,2,1578,47715
1408184,2,234,235
1408186,2,1578,33959
1408188,2,1357,1358
1408189,2,1716,1231000
1408192,2,82986,1408192
1408204,2,1408194,1408204
1408205,2,1578,47715
1408206,2,1253,1255
1408224,2,28105,194963
1408226,2,2737,81947
1408250,2,1707,43670
1408254,2,55080,497735
1408257,10239,10552,1962301
1408258,10239,10552,1962302
1408260,2,1357,1358
1408264,2,32008,28450
1408268,2,1716,65058
1408271,2,286,287
1408272,2,286,287
1408273,2,286,287
1408274,2,286,287
1408275,2,286,287
1408276,2,286,287
1408277,2,286,287
1408281,2,1408194,1408281
1408282,2,129337,1408282
1408283,2,1485,1491
1408284,2,1485,1491
1408286,2,543311,33033
1408287,2,848,851
1408303,2,1386,1408303
1408304,2,830,1408304
1408305,2,830,1408305
1408306,2,830,1408306
1408309,2,838,1408309
1408310,2,838,1408310
1408311,2,265975,1408311
1408312,2,46205,1408312
1408313,2,970,1408313
1408318,2,773,33047
1408319,2,,1408319
1408320,2,,1408320
1408321,2,,1408321
1408322,2,,1408322
1408323,2,,1408323
1408324,2,,1408324
1408360,2,194,197
1408415,2,2147,264634
1408416,2,2147,264636
1408417,2,2147,2150
1408418,2,522,523
1408419,2,50709,525
1408420,2,12916,862720
1408422,2,114627,114628
1408423,2,82373,82374
1408424,2,1386,246272
1408425,2,773,56426
1408428,2,35832,35833
1408429,2,138,144
1408430,2,29521,84379
1408431,2,830,43305
1408433,2,246873,184607
1408434,2,1298,1299
1408435,2,46238,81459
1408436,2,1730,29322
1408437,2,2048137,39484
1408438,2,66831,87650
1408439,2,848,852
1408440,2,1378,84135
1408441,2,209,37372
1408442,2,209,95149
1408443,2,1578,1613
1408444,2,445,45064
1408445,2,445,28087
1408446,2,171,447106
1408447,2,46239,217215
1408448,2,46239,217731
1408449,2,46239,225999
1408450,2,429,173365
1408451,2,429,173365
1408452,2,1763,36812
1408453,2,2093,78580
1408454,2,2093,92400
1408455,2,2093,92401
1408456,2,2093,2127
1408457,2,2093,114881
1408458,2,2093,171282
1408459,2,2093,114882
1408461,2,2093,35768
1408462,2,2093,33923
1408463,2,2093,171285
1408464,2,2093,76630
1408465,2,2093,114884
1408466,2,2093,114886
1408467,2,2093,2122
1408468,2,2093,55604
1408469,2,2093,36744
1408470,2,2093,92406
1408471,2,2093,33924
1408472,2,838,83231
1408473,2,314318,314319
1408475,2,29574,84590
1408476,2,2129,42092
1408477,2,662,666
1408478,2,662,666
1408545,2,65551,1408545
1408657,2759,4753,42068
1408658,2759,4753,4754
1408823,2,1870884,1540
1408824,2,64895,29519
1408825,2,64895,29519
1408826,2,64895,29519
1408828,2,64895,29519
1408829,2,64895,29519
1408832,2,64895,29519
1408834,2,64895,29519
1408838,2,64895,29519
1408839,2,64895,29519
1408841,2,64895,29519
1408846,2,64895,29519
1408847,2,64895,29519
1408851,2,64895,29519
1408852,2,64895,29519
1408854,2,64895,29519
1408856,2,64895,29519
1408862,2,64895,139
1408868,2,64895,139
1408876,2,64895,139
1408877,2,64895,139
1408880,2,64895,139
1408881,2,64895,139
1408882,2,64895,139
1408887,2,234,36855
1408889,2,1485,1519
1408894,10239,,1408894
1408895,10239,,1408895
1408904,2,1763,1773
1408905,2,1763,1773
1408906,2,1763,1773
1408907,2,1763,1773
1408909,2,1763,1773
1408911,2,1763,1773
1408912,2,1763,1773
1408913,2,1763,1773
1408914,2,1763,1773
1408915,2,1763,1773
1408916,2,1763,1773
1408918,2,1763,1773
1408919,2,1763,1773
140892,2,780,781
1408920,2,1763,1773
1408921,2,1763,1773
1408922,2,1763,1773
1408923,2,1763,1773
1408924,2,1763,1773
1408925,2,1763,1773
1408926,2,1763,1773
1408927,2,1763,1773
1408928,2,1763,1773
1408929,2,1763,1773
1408930,2,1763,1773
1408931,2,1763,1773
1408932,2,1763,1773
1408933,2,1763,1773
1408934,2,1763,1773
1408935,2,1763,1773
1408936,2,1763,1773
1408937,2,1763,1773
1408938,2,1763,1773
1408939,2,1763,1773
1408940,2,1763,1773
1408941,2,1763,1773
1408942,2,1763,1773
1408943,2,1763,1773
1408944,2,1763,1773
1408945,2,1763,1773
1408946,2,1763,1773
1408947,2,1763,1773
1408948,2,1763,1773
1408949,2,1763,1773
1408950,2,1763,1773
1408951,2,1763,1773
1408952,2,1763,1773
1408953,2,1763,1773
1408954,2,1763,1773
1408955,2,1763,1773
1408956,2,1763,1773
1408957,2,1763,1773
1408958,2,1763,1773
1408959,2,1763,1773
1408960,2,1763,1773
1408962,2,1763,1773
1408963,2,1763,1773
1408964,2,1763,1773
1408965,2,1763,1773
1408967,2,1763,1773
1408968,2,1763,1773
1408969,2,1763,1773
1408970,2,1763,1773
1408971,2,1763,1773
1408972,2,1763,1773
1408973,2,1763,1773
1408974,2,1763,1773
1408975,2,1763,1773
1409,2,1386,1409
1409360,2,1279,1280
1409361,2,1279,1280
1409362,2,1279,1280
1409363,2,1279,1280
1409364,2,1279,1280
1409365,2,1279,1280
1409366,2,1279,1280
1409367,2,1279,1280
1409368,2,1279,1280
1409369,2,1279,1280
1409370,2,1279,1280
1409371,2,1279,1280
1409372,2,1279,1280
1409373,2,1279,1280
1409374,2,1279,1280
1409375,2,1279,1280
1409376,2,1279,1280
1409377,2,1279,1280
1409378,2,1279,1280
1409379,2,1279,1280
1409380,2,1279,1280
1409381,2,1279,1280
1409382,2,1279,1280
1409383,2,1279,1280
1409384,2,1279,1280
1409385,2,1279,1280
1409386,2,1279,1280
1409387,2,1279,1280
1409388,2,1279,1280
1409389,2,1279,1280
1409390,2,1279,1280
1409391,2,1279,1280
1409392,2,1279,1280
1409393,2,1279,1280
1409394,2,1279,1280
1409395,2,1279,1280
1409396,2,1279,1280
1409397,2,1279,1280
1409398,2,1279,1280
1409399,2,1279,1280
1409400,2,1279,1280
1409401,2,1279,1280
1409402,2,1279,1280
1409403,2,1279,1280
1409404,2,1279,1280
1409405,2,1279,1280
1409406,2,1279,1280
1409407,2,1279,1280
1409408,2,1279,1280
1409409,2,1279,1280
1409410,2,1279,1280
1409411,2,1279,1280
1409412,2,1279,1280
1409413,2,1279,1280
1409414,2,1279,1280
1409415,2,1279,1280
1409416,2,1279,1280
1409417,2,1279,1280
1409418,2,1279,1280
1409419,2,1279,1280
1409420,2,1279,1280
1409421,2,1279,1280
1409422,2,1279,1280
1409423,2,1279,1280
1409424,2,1279,1280
1409425,2,1279,1280
1409426,2,1279,1280
1409427,2,1279,1280
1409428,2,1279,1280
1409429,2,1279,1280
1409430,2,1279,1280
1409431,2,1279,1280
1409432,2,1279,1280
1409433,2,1279,1280
1409434,2,1279,1280
1409435,2,1279,1280
1409436,2,1279,1280
1409437,2,1279,1280
1409438,2,1279,1280
1409439,2,1279,1280
1409440,2,1279,1280
1409441,2,1279,1280
1409442,2,1279,1280
1409443,2,1279,1280
1409444,2,1279,1280
1409445,2,1279,1280
1409446,2,1279,1280
1409447,2,1279,1280
1409448,2,1279,1280
1409449,2,1279,1280
1409450,2,1279,1280
1409451,2,1279,1280
1409452,2,1279,1280
1409453,2,1279,1280
1409454,2,1279,1280
1409455,2,1279,1280
1409456,2,1279,1280
1409457,2,1279,1280
1409458,2,1279,1280
1409459,2,1279,1280
1409460,2,1279,1280
1409461,2,1279,1280
1409462,2,1279,1280
1409463,2,1279,1280
1409464,2,1279,1280
1409465,2,1279,1280
1409466,2,1279,1280
1409467,2,1279,1280
1409468,2,1279,1280
1409469,2,1279,1280
1409470,2,1279,1280
1409471,2,1279,1280
1409472,2,1279,1280
1409473,2,1279,1280
1409474,2,1279,1280
1409475,2,1279,1280
1409476,2,1279,1280
1409477,2,1279,1280
1409478,2,1279,1280
1409479,2,1279,1280
1409480,2,1279,1280
1409481,2,1279,1280
1409482,2,1279,1280
1409483,2,1279,1280
1409484,2,1279,1280
1409485,2,1279,1280
1409486,2,1279,1280
1409487,2,1279,1280
1409488,2,1279,1280
1409489,2,1279,1280
1409490,2,1279,1280
1409491,2,1279,1280
1409492,2,1279,1280
1409493,2,1279,1280
1409494,2,1279,1280
1409495,2,1279,1280
1409496,2,1279,1280
1409497,2,1279,1280
1409498,2,1279,1280
1409499,2,1279,1280
1409500,2,1279,1280
1409501,2,1279,1280
1409502,2,1279,1280
1409503,2,1279,1280
1409504,2,1279,1280
1409505,2,1279,1280
1409506,2,1279,1280
1409507,2,1279,1280
1409508,2,1279,1280
1409509,2,1279,1280
1409510,2,1279,1280
1409511,2,1279,1280
1409512,2,1279,1280
1409513,2,1279,1280
1409514,2,1279,1280
1409515,2,1279,1280
1409516,2,1279,1280
1409517,2,1279,1280
1409518,2,1279,1280
1409519,2,1279,1280
1409520,2,1279,1280
1409521,2,1279,1280
1409522,2,1279,1280
1409523,2,1279,1280
1409524,2,1279,1280
1409525,2,1279,1280
1409526,2,1279,1280
1409527,2,1279,1280
1409528,2,1279,1280
1409529,2,1279,1280
1409530,2,1279,1280
1409531,2,1279,1280
1409532,2,1279,1280
1409533,2,1279,1280
1409534,2,1279,1280
1409535,2,1279,1280
1409536,2,1279,1280
1409537,2,1279,1280
1409538,2,1279,1280
1409539,2,1279,1280
1409540,2,1279,1280
1409541,2,1279,1280
1409542,2,1279,1280
1409543,2,1279,1280
1409544,2,1279,1280
1409545,2,1279,1280
1409546,2,1279,1280
1409547,2,1279,1280
1409548,2,1279,1280
1409549,2,1279,1280
1409550,2,1279,1280
1409551,2,1279,1280
1409552,2,1279,1280
1409553,2,1279,1280
1409554,2,1279,1280
1409555,2,1279,1280
1409556,2,1279,1280
1409557,2,1279,1280
1409558,2,1279,1280
1409559,2,1279,1280
1409560,2,1279,1280
1409561,2,1279,1280
1409562,2,1279,1280
1409563,2,1279,1280
1409564,2,1279,1280
1409565,2,1279,1280
1409566,2,1279,1280
1409567,2,1279,1280
1409568,2,1279,1280
1409569,2,1279,1280
1409570,2,1279,1280
1409571,2,1279,1280
1409572,2,1279,1280
1409573,2,1279,1280
1409574,2,1279,1280
1409575,2,1279,1280
1409576,2,1279,1280
1409577,2,1279,1280
1409578,2,1279,1280
1409579,2,1279,1280
1409580,2,1279,1280
1409581,2,1279,1280
1409582,2,1279,1280
1409583,2,1279,1280
1409584,2,1279,1280
1409585,2,1279,1280
1409586,2,1279,1280
1409587,2,1279,1280
1409588,2,1279,1280
1409589,2,1279,1280
1409590,2,1279,1280
1409591,2,1279,1280
1409592,2,1279,1280
1409593,2,1279,1280
1409594,2,1279,1280
1409595,2,1279,1280
1409596,2,1279,1280
1409597,2,1279,1280
1409598,2,1279,1280
1409599,2,1279,1280
1409600,2,1279,1280
1409601,2,1279,1280
1409602,2,1279,1280
1409603,2,1279,1280
1409604,2,1279,1280
1409605,2,1279,1280
1409606,2,1279,1280
1409607,2,1279,1280
1409608,2,1279,1280
1409609,2,1279,1280
1409610,2,1279,1280
1409611,2,1279,1280
1409612,2,1279,1280
1409613,2,1279,1280
1409614,2,1279,1280
1409615,2,1279,1280
1409616,2,1279,1280
1409617,2,1279,1280
1409618,2,1279,1280
1409619,2,1279,1280
1409620,2,1279,1280
1409621,2,1279,1280
1409622,2,1279,1280
1409623,2,1279,1280
1409624,2,1279,1280
1409625,2,1279,1280
1409626,2,1279,1280
1409627,2,1279,1280
1409628,2,1279,1280
1409629,2,1279,1280
1409630,2,1279,1280
1409631,2,1279,1280
1409632,2,1279,1280
1409633,2,1279,1280
1409634,2,1279,1280
1409635,2,1279,1280
1409636,2,1279,1280
1409637,2,1279,1280
1409638,2,1279,1280
1409639,2,1279,1280
1409640,2,1279,1280
1409641,2,1279,1280
1409642,2,1279,1280
1409643,2,1279,1280
1409644,2,1279,1280
1409645,2,1279,1280
1409646,2,1279,1280
1409647,2,1279,1280
1409648,2,1279,1280
1409649,2,1279,1280
1409650,2,1279,1280
1409651,2,1279,1280
1409652,2,1279,1280
1409653,2,1279,1280
1409654,2,1279,1280
1409655,2,1279,1280
1409656,2,1279,1280
1409657,2,1279,1280
1409658,2,1279,1280
1409659,2,1279,1280
1409660,2,1279,1280
1409661,2,1279,1280
1409662,2,1279,1280
1409663,2,1279,1280
1409664,2,1279,1280
1409665,2,1279,1280
1409666,2,1279,1280
1409667,2,1279,1280
1409668,2,1279,1280
1409669,2,1279,1280
1409670,2,1279,1280
1409671,2,1279,1280
1409672,2,1279,1280
1409673,2,1279,1280
1409674,2,1279,1280
1409675,2,1279,1280
1409676,2,1279,1280
1409677,2,1279,1280
1409678,2,1279,1280
1409679,2,1279,28035
1409680,2,1279,1280
1409681,2,1279,1280
1409682,2,1279,1280
1409683,2,1279,1280
1409684,2,1279,1280
1409685,2,1279,1280
1409686,2,1279,1280
1409687,2,1279,1280
1409688,2,1279,1280
1409689,2,1279,1280
1409690,2,1279,1280
1409691,2,1279,1280
1409692,2,1279,1280
1409693,2,1279,1280
1409694,2,1279,1280
1409695,2,1279,1280
1409696,2,1279,1280
1409697,2,1279,1280
1409698,2,1279,1280
1409699,2,1279,1280
1409700,2,1279,1280
1409701,2,1279,1280
1409702,2,1279,1280
1409703,2,1279,1280
1409704,2,1279,1280
1409705,2,1279,1280
1409706,2,1279,1280
1409707,2,1279,1280
1409708,2,1279,1280
1409709,2,1279,1280
1409710,2,1279,1280
1409711,2,1279,1280
1409712,2,1279,1280
1409713,2,1279,1280
1409714,2,1279,1280
1409715,2,1279,1280
1409716,2,1279,1280
1409717,2,1279,1280
1409718,2,1279,1280
1409719,2,1279,1280
1409720,2,1279,1280
1409721,2,1279,1280
1409722,2,1279,1280
1409723,2,1279,1280
1409724,2,1279,1280
1409725,2,1279,1280
1409726,2,1279,1280
1409727,2,1279,1280
1409728,2,1279,1280
1409729,2,1279,1280
1409730,2,1279,1280
1409731,2,1279,1280
1409732,2,1279,1280
1409733,2,1279,1280
1409734,2,1279,1280
1409735,2,1279,1280
1409736,2,1279,1280
1409737,2,1279,1280
1409738,2,1279,1280
1409739,2,1279,1280
1409740,2,1279,1280
1409741,2,1279,1280
1409742,2,1279,1280
1409743,2,1279,1280
1409744,2,1279,1280
1409745,2,1279,1280
1409746,2,1279,1280
1409747,2,1279,1280
1409748,2,1279,1280
1409749,2,1279,1280
1409750,2,1279,1280
1409751,2,1279,1280
1409752,2,1279,1280
1409753,2,1279,1280
1409754,2,1279,1280
1409755,2,1279,1280
1409756,2,1279,1280
1409757,2,1279,1280
1409758,2,1279,1280
1409759,2,1279,1280
1409760,2,1279,1280
1409761,2,1279,1280
1409762,2,1279,1280
1409763,2,1279,1280
1409764,2,1279,1280
1409765,2,1279,1280
1409766,2,1279,1280
1409767,2,1279,1280
1409773,2,1279,1280
1409774,2,1279,1280
1409775,2,1279,1280
1409776,2,1279,1280
1409777,2,1279,1280
1409778,2,1279,1280
1409779,2,1279,1280
1409780,2,1279,1280
1409781,2,1279,1280
1409782,2,1279,1280
1409783,2,1279,1280
1409784,2,1279,1280
1409785,2,1279,1280
1409786,2,561,562
1409787,2,570,571
1409788,2,1254401,1409788
1409922,2,469,470
1409923,2,469,470
1409924,2,469,470
1409925,2,469,470
1409926,2,469,470
1409927,2,469,470
1409928,2,469,470
1409946,2,1350,1352
1409947,2,1350,1352
1409953,2,561,562
1409961,2,570,573
1409962,2,570,573
1409963,2,570,573
1409964,2,570,573
1409965,2,570,573
1409966,2,570,573
1410002,2,1279,1280
1410003,2,1279,1280
1410004,2,1279,1280
1410037,2,286,287
1410038,2,286,287
1410331,10239,110456,1410331
1410383,2,1682492,1410383
1410384,2,953,77551
1410467,10239,,1410467
1410521,2,286,303
1410605,2,1678,1694
1410607,2,816,1410607
1410608,2,816,1410608
1410609,2,157,1410609
1410610,2,830,1410610
1410611,2,830,1410611
1410612,2,265975,1410612
1410613,2,838,1410613
1410614,2,838,1410614
1410616,2,46205,1410616
1410617,2,1263,1410617
1410618,2,970,1410618
1410619,2,613,1410619
1410620,2,323620,1410620
1410621,2,,1410621
1410622,2,,1410622
1410623,2,,1410623
1410624,2,,1410624
1410625,2,,1410625
1410626,2,,1410626
1410627,2,,1410627
1410628,2,,1410628
1410630,2,,1410630
1410631,2,,1410631
1410632,2,,1410632
1410633,2,,1410633
1410634,2,,1410634
1410638,2,,1410638
1410644,2,1678,1680
1410645,2,1678,78343
1410646,2,1678,78345
1410647,2,1678,78346
1410648,2,1678,33905
1410649,2,572511,180164
1410650,2,830,43305
1410651,2,2719231,36832
1410652,2,1485,1520
1410653,2,1485,319475
1410654,2,1716,38305
1410656,2,848,859
1410657,2,1279388,1630
1410658,2,1279388,1630
1410659,2,1279388,1630
1410660,2,140625,140626
1410661,2,28050,28051
1410662,2,28050,28051
1410663,2,906,907
1410665,2,52225,187979
1410666,2,838,83231
1410667,2,838,839
1410668,2,1155385,398199
1410669,2,286,303
1410670,2,1263,1265
1410671,2,1263,1265
1410672,2,1263,1265
1410673,2,970,416586
1410674,2,519427,322505
1410675,2,1301,1335
1410676,2,83770,83771
1410684,2,1279,1280
1410685,2,1279,1280
1410686,2,1279,1280
1410687,2,1279,1280
1410688,2,1279,1280
1410689,2,1279,1280
1410690,2,1279,1280
1410691,2,1279,1280
1410692,2,1279,1280
1410693,2,1279,1280
1410694,2,1279,1280
1410695,2,1279,1280
1410696,2,1279,1280
1410697,2,1279,1280
1410698,2,1279,1280
1410699,2,1279,1280
1410700,2,1279,1280
1410702,2,1279,1280
1410703,2,1279,1280
1410704,2,1279,1280
1410705,2,1279,1280
1410706,2,1279,1280
1410707,2,1279,1280
1410708,2,1279,1280
1410709,2,1279,1280
1410710,2,1279,1280
1410711,2,1279,1280
1410712,2,1279,1280
1410713,2,1279,1280
1410714,2,1279,1280
1410715,2,1279,1280
1410716,2,1279,1280
1410717,2,1279,1280
1410718,2,1279,1280
1410719,2,1279,1280
1410720,2,1279,1280
1410721,2,1279,1280
1410723,2,1279,1280
1410724,2,1279,1280
1410725,2,1279,1280
1410726,2,1279,1280
1410727,2,1279,1280
1410728,2,1279,1280
1410729,2,1279,1280
1410730,2,1279,1280
1410731,2,1279,1280
1410732,2,1279,1280
1410733,2,1279,1280
1410734,2,1279,1280
1410735,2,1279,1280
1410736,2,1279,1280
1410737,2,1279,1280
1410738,2,1279,1280
1410739,2,1279,1280
1410740,2,1279,1280
1410741,2,1279,1280
1410742,2,1279,1280
1410743,2,1279,1280
1410744,2,1279,1280
1410745,2,1279,1280
1410746,2,1279,1280
1410747,2,1279,1280
1410748,2,1279,1280
1410749,2,1279,1280
1410750,2,1279,1280
1410751,2,1279,1280
1410752,2,1279,1280
1410753,2,1279,1280
1410754,2,1279,1280
1410755,2,1279,1280
1410756,2,1279,1280
1410757,2,1279,1280
1410758,2,1279,1280
1410759,2,1279,1280
1410760,2,1279,1280
1410761,2,1279,1280
1410762,2,1279,1280
1410763,2,1279,1280
1410764,2,1279,1280
1410765,2,1279,1280
1410766,2,1279,1280
1410767,2,1279,1280
1410768,2,1279,1280
1410769,2,1279,1280
1410770,2,1279,1280
1410771,2,1279,1280
1410772,2,1279,1280
1410773,2,1279,1280
1410774,2,1279,1280
1410775,2,1279,1280
1410776,2,1279,1280
1410777,2,1279,1280
1410778,2,1279,1280
1410779,2,1279,1280
1410780,2,1279,1280
1410781,2,1279,1280
1410782,2,1279,1280
1410783,2,1279,1280
1410784,2,1279,1280
1410785,2,1279,1280
1410786,2,1279,1280
1410787,2,1279,1280
1410788,2,1279,1280
1410789,2,1279,1280
1410790,2,1279,1280
1410791,2,1279,1280
1410792,2,1279,1280
1410793,2,1279,1280
1410794,2,1279,1280
1410795,2,1279,1280
1410796,2,1279,1280
1410797,2,1279,1280
1410798,2,1279,1280
1410799,2,1279,1280
1410800,2,1279,1280
1410801,2,1279,1280
1410802,2,1279,1280
1410803,2,1279,1280
1410804,2,1279,1280
1410805,2,1279,1280
1410806,2,1279,1280
1410807,2,1279,1280
1410808,2,1279,1280
1410809,2,1279,1280
1410810,2,1279,1280
1410811,2,1279,1280
1410812,2,1279,1280
1410813,2,1279,1280
1410814,2,1279,1280
1410815,2,1279,1280
1410816,2,1279,1280
1410817,2,1279,1280
1410818,2,1279,1280
1410819,2,1279,1280
1410820,2,1279,1280
1410821,2,1279,1280
1410822,2,1279,1280
1410823,2,1279,1280
1410824,2,1279,1280
1410825,2,1279,1280
1410826,2,1279,1280
1410827,2,1279,1280
1410828,2,1279,1280
1410829,2,1279,1280
1410830,2,1279,1280
1410831,2,1279,1280
1410832,2,1279,1280
1410833,2,1279,1280
1410834,2,1279,1280
1410835,2,1279,1280
1410836,2,1279,1280
1410837,2,1279,1280
1410838,2,1279,1280
1410839,2,1279,1280
1410840,2,1279,1280
1410841,2,1279,1280
1410842,2,1279,1280
1410843,2,1279,1280
1410844,2,1279,1280
1410845,2,1279,1280
1410846,2,1279,1280
1410847,2,1279,1280
1410848,2,1279,1280
1410849,2,1279,1280
1410850,2,1279,1280
1410851,2,1279,1280
1410852,2,1279,1280
1410853,2,1279,1280
1410854,2,1279,1280
1410855,2,1279,1280
