taxonId,superkingdom,genus,species
1566175,2,570,1566175
1566176,2,570,1566176
1566177,2,570,1566177
1566178,2,570,1566178
1566179,2,570,1566179
1566180,2,570,1566180
1566181,2,570,1566181
1566182,2,570,1566182
1566183,2,570,1566183
1566184,2,570,1566184
1566187,2,286,1566187
1566188,2,286,1566188
1566189,2,286,1566189
1566190,2,286,1566190
1566191,2,286,1566191
1566192,2,286,1566192
1566193,2,286,1566193
1566194,2,286,1566194
1566195,2,286,1566195
1566196,2,286,1566196
1566197,2,286,1566197
1566198,2,286,1566198
1566199,2,286,1566199
1566200,2,286,1566200
1566201,2,286,1566201
1566202,2,286,1566202
1566203,2,286,1566203
1566204,2,286,1566204
1566205,2,286,1566205
1566206,2,286,1566206
1566207,2,286,1566207
1566208,2,286,1566208
1566209,2,286,1566209
1566210,2,286,1566210
1566211,2,286,1566211
1566212,2,286,1566212
1566213,2,286,1566213
1566214,2,286,1566214
1566215,2,286,1566215
1566216,2,286,1566216
1566217,2,286,1566217
1566218,2,286,1566218
1566219,2,286,1566219
1566220,2,286,1566220
1566221,2,286,1566221
1566222,2,286,1566222
1566223,2,286,1566223
1566224,2,286,1566224
1566225,2,286,1566225
1566226,2,286,1566226
1566227,2,286,1566227
1566228,2,286,1566228
1566229,2,286,1566229
1566230,2,286,1566230
1566231,2,286,1566231
1566232,2,286,1566232
1566233,2,286,1566233
1566234,2,286,1566234
1566235,2,286,1566235
1566236,2,286,1566236
1566237,2,286,1566237
1566238,2,286,1566238
1566239,2,286,1566239
1566240,2,286,1566240
1566241,2,286,1566241
1566242,2,286,1566242
1566243,2,286,1566243
1566244,2,286,1566244
1566245,2,286,1566245
1566246,2,286,1566246
1566247,2,286,1566247
1566248,2,286,1566248
1566249,2,286,1566249
1566250,2,286,1566250
1566251,2,547,1566251
1566252,2,547,1566252
1566258,2,547,1566258
1566260,2,379,1566260
1566261,2,379,1566261
1566262,2,379,1566262
1566263,2,379,1566263
1566264,2,379,1566264
1566267,2,32008,1566267
1566268,2,32008,1566268
1566269,2,32008,1566269
1566270,2,34072,1566270
1566271,2,34072,1566271
1566272,2,34072,1566272
1566273,2,34072,1566273
1566274,2,34072,1566274
1566275,2,34072,1566275
1566277,2,44249,1566277
1566278,2,44249,1566278
1566279,2,44249,1566279
1566280,2,29580,1566280
1566281,2,29580,1566281
1566282,2,13687,1566282
1566283,2,13687,1566283
1566284,2,1386,1566284
1566285,2,374,1566285
1566286,2,158483,1566286
1566287,2,326319,1566287
1566289,2,358023,1566289
1566290,2,68287,1566290
1566291,2,33882,1566291
1566292,2,423349,1566292
1566293,2,34037,1566293
1566294,2,48736,1566294
1566295,2,28105,1566295
1566296,2,1279,1566296
1566297,2,570,1566297
1566298,10239,11051,1566298
156630,2759,5598,156630
1566306,2,,1566306
1566309,10239,1299308,1566309
1566351,2,890,1566351
1566358,2,44249,1566358
1566379,2,374,1566379
1566387,2,68287,1566387
1566628,2,2005,1566628
1566827,2,208215,1566827
1566868,10239,674981,1566868
1566869,10239,,1566869
1566885,2,1866885,1566885
1566886,2,1866885,1566886
156690,10239,119164,156690
1566990,10239,,1566990
1566993,10239,1984782,1984783
1566995,10239,1920762,1566995
1567004,10239,1623289,1981026
1567005,10239,1623292,1567005
1567006,10239,187218,1567006
1567009,10239,,1567009
1567010,10239,,1567010
1567011,10239,,1567011
1567012,10239,,1567012
1567013,10239,,1567013
1567014,10239,,1567014
1567015,10239,,1567015
1567016,10239,,1567016
1567022,10239,186777,1980943
1567025,10239,1198140,2560733
1567026,10239,1914165,1914195
1567027,10239,1913654,1913684
1567028,10239,1913654,1913685
1567029,10239,1913654,1913686
1567106,2,44249,1567106
1567107,2,44249,1567107
1567108,2,1379908,1567108
1567404,10239,699180,1567404
1567453,10239,,1567453
1567466,10239,186764,1567466
1567468,10239,186764,1567468
1567471,10239,1623306,1567471
1567472,10239,1983734,1983741
1567473,10239,1623306,1567473
1567475,10239,1623282,2169812
1567484,10239,,1567484
1567485,10239,1623283,1567485
1567486,10239,140410,1567486
1567487,10239,,1567487
156889,2,162171,1124597
156892,2,1654,156892
1568973,10239,,1568973
1568974,10239,10812,1568974
1569052,10239,12163,1569052
1569053,10239,12163,1569053
1569054,10239,12163,2169801
1569055,10239,12163,2169802
1569056,10239,12163,2169803
1569057,10239,,1569057
1569209,2,265,1569209
1569211,2,2742,1569211
1569258,10239,,1569258
1569353,2,302485,1569353
1569628,2759,561108,1569628
156974,2,156973,156974
156976,2,1716,156976
156978,2,1716,156978
156979,2,1742991,156979
156980,2,1663,156980
156981,2,1707,156981
1569922,10239,11584,2560601
156994,2,156993,156994
1570,2,45667,1570
1570016,2,1930932,1570016
1570137,2,1663,1570137
157018,10239,12195,157018
1570328,2,1763,1570328
1570330,2,1386,1570330
1570340,2,577469,1570340
1570341,2,577469,1570341
1570342,2,577469,1570342
1570343,2,577469,1570343
1570344,2,577469,1570344
1570345,2,577469,1570345
1570346,2,577469,1570346
1570360,2,74030,1570360
157076,2,82802,157076
1570823,2,1883,1570823
1570939,2,1827,1570939
1571,2,1569,1571
1571195,2,374,1571195
1571199,2,374,1571199
1571209,2,1386,1571209
1571224,2,267849,1571224
1571470,2,379,1571470
1571486,2,1839,1571486
1571532,2,1883,1571532
1571533,10239,10812,2049938
1571773,2,32008,1571773
1571816,2,547,1812935
1571877,2,89966,1571877
1571920,2,400634,1571920
1572237,10239,742914,1987737
1572239,10239,742914,1987735
157225,2,45669,157225
157227,2,227979,157227
1572341,10239,,1891755
157239,10239,1196844,157239
1572645,2,75687,1572645
1572656,2,,1572656
1572659,2,182639,1572659
1572660,2,182639,1572660
1572665,2,547,1572665
1572666,2,613,1572666
157268,2,209,157268
1572696,2,1386,1572696
157270,10239,10652,157270
1572701,2,45669,1572701
1572702,10239,187217,1921005
1572703,10239,1857843,1980962
1572704,10239,1980928,1980931
157271,10239,10652,157271
1572712,10239,,1572712
1572715,10239,187218,1945575
1572716,10239,1198140,1965380
1572743,10239,,1572743
1572744,10239,140410,1572744
1572745,10239,,1572745
1572747,10239,,1572747
1572750,10239,,1572750
1572751,2,2676755,1572751
1572753,10239,110456,1572753
1572754,10239,110456,1572754
1572758,2,33057,1572758
1572760,2,1578,1572760
1572871,2,29580,1572871
1573406,2,1883,1573406
1573458,10239,,1573458
1573459,10239,1511809,1573459
1573582,2,59732,1573582
1573704,2,286,1573704
1573711,2,286,1573711
1573712,2,286,1573712
1573714,2,286,1573714
1573718,2,286,1573718
1573719,2,286,1573719
1573720,2,286,1573720
1573941,2,1485,1491
1574141,2,1386,1574141
1574161,2,583,1574161
1574262,2,40544,1574262
1574264,2,239934,1574264
1574265,2,239934,1574265
1574287,10239,,1574287
1574360,10239,742914,1574360
1574361,10239,742914,1574361
1574362,10239,742914,1574362
1574409,2,68287,1574409
1574422,10239,,1574422
1574475,2,1119,327565
1574623,2,28073,207921
1574624,2,1912216,1574624
157463,2,559173,157463
1575,2,110932,1575
157592,2,157591,157592
157619,10239,260963,157619
1576369,2,1779141,1576369
1576550,2,33055,1576550
1576596,2,258255,1576596
1576605,2,1883,1576605
157687,2,32067,157687
157688,2,32067,157688
157691,2,32067,157691
157692,2,32067,157692
1577051,2,270,1577051
1577137,10239,2507291,2507317
157733,2,704093,157733
1577474,2,1911549,1577474
1577588,2,1883,1577588
1577686,2,1775468,1577686
1577687,2,1768185,1577687
1577690,2,165695,1577690
157777,10239,12163,157777
1577776,10239,10981,1577776
1577780,2,1577779,1577780
157779,2,504090,157779
1577792,2,1505652,1577792
157782,2,286,157782
157783,2,286,157783
1577887,2,204037,1577887
1577895,2,191028,1577895
1577896,2,191028,1577896
1577897,2,191028,1577897
1577898,2,191028,1577898
1577899,2,191028,1577899
1577900,2,191028,1577900
1577901,2,191028,1577901
1577902,2,191028,1577902
1577903,2,97050,1577903
1577904,2,97050,1577904
1577905,2,299261,1577905
1577997,10239,119164,1577997
1578134,10239,,1578134
1578165,2,670516,1578165
1578198,2,1386,1578198
1578199,2,55080,1578199
157837,10239,39731,157837
157838,2,1386,157838
1578720,2,209,1578720
1578825,10239,10814,1578825
1578826,10239,2025078,2025079
1578828,2,635,1578828
1578925,2759,48558,1578925
157898,10239,187213,157898
157899,10239,187213,157899
1579,2,1578,1579
157910,2,1822464,157910
157924,10239,,157924
1579316,2,1579315,1579316
1579338,2,1386,1579338
1579339,2,1301,1579339
1579341,2,1301,1579341
1579342,2,1301,1579342
1579343,2,1301,1579343
1579344,2,1350,1579344
1579345,2,469,1579345
1579346,2,1386,1579346
1579347,2,2747,1579347
1579348,2,1301,1579348
1579349,2,1350,1579349
1579350,2,1301,1579350
1579424,2,1301,1579424
1579460,10239,10257,129728
1579504,2,22,1579504
1579979,2,1676142,1579979
158,2,157,158
1580,2,1578,1580
1580062,2,53246,1580062
1580497,10239,100953,2003673
1580529,2,2013,1580529
1580530,2,83681,1580530
1580539,2,1883,1580539
1580580,10239,558016,1580580
1580591,10239,,1580591
1580596,2,302485,1580596
1580605,10239,674981,1580605
1580606,10239,2003395,1580606
1580607,10239,,1580607
158080,2,42054,158080
1580831,2,157,1580831
1581,2,1578,1581
1581011,2,57665,1581011
1581029,2,1386,1581029
1581030,2,1386,1581030
1581033,2,1386,1581033
1581037,2,1386,1581037
1581038,2,1386,1581038
1581049,2,482,1581049
1581050,2,1716,1581050
1581051,2,1578,1581051
1581054,2,37914,1581054
1581055,2,1696,1581055
1581056,2,1716,1581056
1581057,2,570,1581057
1581058,2,1375,1581058
1581059,2,568,1581059
1581060,2,1696,1581060
1581061,2,46123,1581061
1581062,2,1578,1581062
1581063,2,1578,1581063
1581064,2,570,1581064
1581065,2,1716,1581065
1581066,2,1716,1581066
1581067,2,57499,1581067
1581068,2,1350,1581068
1581069,2,1716,1581069
1581071,2,117563,1581071
1581072,2,1716,1581072
1581073,2,1269,1581073
1581074,2,117563,1581074
1581075,2,482,1581075
1581076,2,1301,1581076
1581077,2,1279,1581077
1581078,2,1279,1581078
1581080,2,1301,1581080
1581081,2,40323,1581081
1581082,2,40323,1581082
1581083,2,32008,1581083
1581084,2,1375,1581084
1581085,2,286,1581085
1581086,2,1301,1581086
1581087,2,581,1581087
1581088,2,1716,1581088
1581089,2,1716,1581089
1581090,2,1716,1581090
1581092,2,1279,1581092
1581093,2,1279,1581093
1581095,2,28453,1581095
1581096,2,1350,1581096
1581097,2,583,1581097
1581098,2,1716,1581098
1581099,2,1279,1581099
1581100,2,1279,1581100
1581101,2,1279,1581101
1581102,2,1279,1581102
1581103,2,1716,1581103
1581106,2,613,1581106
1581107,2,482,1581107
1581108,2,570,1581108
1581109,2,286,1581109
1581110,2,570,1581110
1581111,2,547,1581111
1581112,2,90243,1581112
1581113,2,1716,1581113
1581114,2,1350,1581114
1581115,2,1716,1581115
1581116,2,1716,1581116
1581117,2,1716,1581117
1581118,2,286,1581118
1581119,2,1716,1581119
1581120,2,1654,1581120
1581121,2,1716,1581121
1581122,2,1279,1581122
1581123,2,1716,1581123
1581124,2,482,1581124
1581125,2,36739,1581125
1581126,2,1716,1581126
1581127,2,43668,1581127
1581128,2,1663,1581128
1581129,2,1375,1581129
1581130,2,1696,1581130
1581131,2,1654,1581131
1581132,2,32207,1581132
1581133,2,1654,1581133
1581134,2,1716,1581134
1581135,2,1069494,1581135
1581136,2,1578,1581136
1581137,2,1716,1581137
1581138,2,1716,1581138
1581139,2,1716,1581139
1581140,2,1696,1581140
1581141,2,286,1581141
1581142,2,1069494,1581142
1581143,2,1663,1581143
1581144,2,36739,1581144
1581145,2,489909,1581145
1581146,2,570,1581146
1581147,2,90243,1581147
1581148,2,1485,1581148
1581149,2,246861,1581149
1581151,10239,,1581151
1581193,2,83681,1581193
1581420,2,1041,1581420
1581557,2,1679002,1581557
1581680,2,1679002,1581680
1581712,2,1386,1581712
1581850,2,1386,1581850
158189,2,399320,1131703
158190,2,399320,1131707
1582,2,1578,1582
1582094,10239,586418,1582094
1582150,10239,,1582150
1582151,10239,,1582151
1582152,10239,,1582152
1582153,10239,,1582153
1582154,10239,1912144,1582154
1582155,10239,,1582155
1582156,10239,1912144,1582156
1582157,10239,1912144,1582157
1582223,2,1569,1582223
1582224,2,1184396,1582224
1582259,2,2692382,1582259
1582270,2,469,1582270
1582493,2,286,1582493
1583,2,46255,1583
1583099,2,338,1583099
1583100,2,76831,1583100
1583341,2,286,1583341
1583451,2,662,1583451
158372,10239,2560087,158372
1583767,2,662,1583767
1584,2,1578,1584
158463,10239,10814,158463
158484,2,158483,158484
1585,2,1578,1584
158500,2,165696,158500
1585246,10239,,1585246
1585840,10239,1980922,1980925
1585924,10239,,1585924
1585974,2,1922299,1585974
1585976,2,59735,1585976
1586081,2,286,1586081
1586242,2,83614,1586242
1586267,2,1778601,1586267
158627,2,286,158627
1586287,2,165301,1586287
1586290,2,129337,1586290
1586417,2,286,1586417
1586646,2,1386,1586646
1586708,2,93217,1586708
1586712,10239,,1586712
1586713,10239,181084,1586713
1586714,10239,181084,1586714
1586715,10239,181084,1586715
158683,10239,1921707,2065215
158684,10239,43680,158684
1587,2,1578,1587
1587509,10239,2560087,1587509
1587515,10239,,1587515
1587517,10239,,1587517
1587520,10239,1985720,1587520
1587522,2,1827,1587522
1587523,2,33882,1587523
1587524,2,237,1587524
1587527,2,1433999,1587527
158787,2,1678,158787
1587907,10239,,1587907
1588,2,1578,1588
1588020,2,1663,1588020
1588031,2,338,1588031
1588048,10239,,1588048
1588049,10239,,1588049
158822,2,158483,158822
158823,2,158483,158823
158836,2,547,158836
158841,2,82980,158841
158847,2,158846,158847
158849,2,158848,158849
158850,2,586,158850
1588629,2,642,1588629
1588630,2,1386,1588630
1588685,10239,1653394,1588685
1588748,2,,1588748
1588749,2,,1588749
1588750,2,,1588750
1588751,2,,1588751
1588753,2,,1588753
1588754,2,,1588754
1588755,2,543311,1588755
1588764,10239,1941236,2004957
158877,2,158876,158877
158878,2,1279,1280
158879,2,1279,1280
158890,2,379,158890
158898,2,2053,158898
158899,2,202907,158899
1589,2,1578,1589
1589265,10239,1921704,1921706
1589270,10239,,1589270
1589273,10239,545932,2040655
1589274,10239,186764,1589274
1589297,10239,,1589297
1589298,10239,2560156,2560836
1589733,10239,,1589733
1589746,10239,1982227,1982229
1589747,10239,1982227,1982228
1589748,10239,,1589748
1589749,10239,1921558,1921563
1589750,10239,1921558,1921559
1589751,10239,2560167,2560618
1589752,10239,1921558,1921562
1589754,10239,1921558,1921560
1589755,10239,1921558,1921561
1589899,2,96492,1589899
159,2,29521,159
1590,2,1578,1590
1590026,2,1386,1590026
1590027,2,1386,1590027
1590041,2,407217,1590041
1590063,2,1578,1590063
1590154,10239,,1590154
1590155,10239,,1590155
1590156,10239,1542744,1985373
1590172,10239,,1590172
1590173,10239,,1590173
1590370,10239,694002,2501960
1590550,10239,186789,2560452
1590596,2,28453,1590596
1590614,2,1433986,1590614
1590650,10239,1891716,1891750
1590651,2,44249,1590651
1590652,2,329857,1590652
1590836,10239,,1590836
159087,2,73029,259537
1591072,10239,,1591072
1591073,10239,,1591073
1591085,2,120831,1591085
1591087,2,57494,1591087
1591088,2,209,1591088
1591131,2,338,1591131
1591132,2,338,1591132
1591134,2,338,1591134
1591156,2,338,1591156
1591157,2,338,1591157
1591158,2,338,1591158
1591170,2,338,1591170
1591174,2,338,1591174
1591201,2,338,1591201
159122,10239,11646,11723
159138,10239,11572,2560716
159140,10239,11572,2560361
1591408,2,2077,1591408
1591409,2,1759417,1591409
159141,10239,11572,159141
159144,10239,11572,2560828
1591444,10239,,1591444
159145,10239,11572,2560529
159147,10239,11572,2560587
159148,10239,11572,159148
159150,10239,11572,159150
159151,10239,11572,2560627
159152,10239,11572,2560741
159153,10239,10806,1513187
1592081,10239,1542744,1592081
1592082,10239,,1592082
1592083,10239,,1592083
1592084,10239,,1592084
1592085,10239,,1592085
1592086,10239,,1592086
1592087,10239,,1592087
1592088,10239,,1592088
1592089,10239,,1592089
1592090,10239,,1592090
1592091,10239,,1592091
1592092,10239,,1592092
1592093,10239,,1592093
1592094,10239,,1592094
1592095,10239,,1592095
1592096,10239,,1592096
1592097,10239,,1592097
1592098,10239,,1592098
1592099,10239,,1592099
1592100,10239,,1592100
1592101,10239,,1592101
1592102,10239,,1592102
1592103,10239,,1592103
1592104,10239,,1592104
1592106,2,392733,1592106
1592107,10239,1542744,1985390
1592108,10239,1542744,1985391
1592109,10239,,1592109
1592110,10239,,1592110
1592111,10239,,1592111
1592113,10239,,1592113
1592114,10239,,1592114
1592115,10239,,1592115
1592116,10239,,1592116
1592117,10239,,1592117
1592118,10239,,1592118
1592119,10239,,1592119
1592120,10239,,1592120
1592122,10239,2169575,2169777
1592123,10239,,1592123
1592124,10239,,1592124
1592125,10239,2169660,2169874
1592127,10239,,1592127
1592128,10239,,1592128
1592129,10239,,1592129
1592207,10239,,1592207
1592211,10239,,1592211
1592212,10239,,1592212
1592317,2,1634037,1592317
1592324,2,142577,1592324
1592326,2,,1592326
1592327,2,,1592327
1592328,2,,1592328
1592329,2,,1592329
1592335,10239,558016,1207438
159252,10239,,159252
159254,2,83551,83552
1592576,10239,558016,1592576
1592629,2,13687,1592629
1592764,10239,742914,1987744
1592790,2,165695,1592790
1592828,10239,,1592828
1592897,2,,1592897
159290,2,66848,159290
159291,2,2024958,159291
159292,2,69894,159292
1592930,10239,12163,1592930
1593232,2,,1593232
1593237,2,1269,1593237
1594172,2,547,1594172
1594462,2,28253,1594462
159449,2,2699295,159449
159450,2,1822464,159450
1594576,2,29417,83541
1595911,2,194,1595911
1595912,2,194,1595912
1595913,2,194,1595913
1595914,2,194,1595914
1595915,2,194,1595915
1595961,10239,,1595961
1595998,10239,2169662,1595998
1596,2,1578,1596
159602,10239,10375,159602
159603,10239,10375,159603
159604,10239,10375,159604
1597,2,1578,1597
159743,2,44249,159743
1597955,2,665874,1597955
1597956,2,665874,1597956
1597966,10239,1921184,1921186
1597972,10239,1198980,2560667
1597976,10239,,2560422
1597977,2,107,1597977
1598,2,1578,1598
1598146,10239,680277,1987938
1598147,2,1372,1598147
1599,2,1578,1599
160,2,157,160
1600,2,1578,1600
1601,2,1578,1601
1601833,2,1884449,1601833
1602,2,1578,1602
1602124,10239,12137,1602124
1602169,2,838,1602169
1602199,10239,10814,1602199
1602942,2,1386,1602942
1602944,2,1372,1602944
1603,2,1578,1603
1603038,2,662,1603038
1603039,10239,10878,2169861
1603258,2,85043,1603258
1603291,2,201096,1603291
1603293,2,237,1603293
1603299,2,551,1603299
1603353,2,149698,1603353
160358,10239,12195,160358
1603606,2,890,1603606
1603886,2,1678,1603886
1603887,2,1716,1603887
1603888,2,906,1603888
1603897,2,1041,1603897
160396,2,59732,160396
1603962,10239,2025077,1603962
1603963,10239,,1603963
1603964,10239,,1603964
1604,2,1578,1604
1604021,2,379,1604021
1604022,2,286,1604022
160404,2,2039240,160404
1604334,2,68,1604334
160434,2,160433,160434
1604354,2,75984,1604354
1604355,10239,680277,1987939
1604356,10239,1920753,1920758
160453,2,1350,160453
160454,2,1350,160454
160484,10239,1511811,160484
1604871,10239,12059,1604871
1604874,10239,1891713,1236409
1604875,10239,1891713,1891741
160488,2,286,303
160490,2,1301,1314
160491,2,1301,1314
160492,2,2370,2371
1605,2,1578,1605
1605283,2,,1605283
1605367,2,2031119,1605367
1605368,2,366580,1605368
1605379,10239,,1605379
1605403,10239,11102,2008761
1605721,10239,2060084,1605721
1605838,2,286,1605838
1605891,2,68,1605891
1605892,2,156973,1605892
1605895,2,379,1605895
1605972,10239,10379,1605972
1605990,2,1833962,1605990
1605993,2,953,1605993
1605994,2,44249,1605994
1606,2,1578,1606
1606497,10239,1891714,1606497
1606498,10239,1891713,1606498
1606499,10239,1891713,1606499
1606500,10239,1891713,1606500
1606501,10239,1891714,1606501
1606502,10239,1891713,1606502
1606503,10239,1891714,1606503
1606504,10239,1891713,1606504
160660,2,1765964,160660
1606763,10239,1623306,1606763
1606765,10239,12109,1606765
160699,2,357,160699
1607,2,1578,1607
1607738,2,1279,1607738
160791,2,13687,160791
160796,10239,10242,160796
160799,2,44249,160799
1608041,10239,,1608041
1608042,10239,,1608042
1608044,10239,,1608044
1608045,10239,,1608045
1608047,10239,,1608047
1608048,10239,11584,1608048
1608049,10239,,1608049
1608058,10239,1884456,1884461
1608060,10239,2501971,2509385
1608063,10239,1884459,2040572
1608064,10239,,1608064
1608065,10239,,1608065
1608066,10239,,1608066
1608067,10239,,1608067
1608068,10239,2501970,2509384
1608072,10239,,1608072
1608075,10239,2501994,2507656
1608076,10239,2501996,1980541
160808,2,119977,160808
1608083,10239,1980517,1980518
1608085,10239,,1608085
1608086,10239,,1608086
1608087,10239,,1608087
1608088,10239,1884457,2040575
1608089,10239,,1608089
1608090,10239,,1608090
1608091,10239,1884458,1977105
1608093,10239,,1608093
1608094,10239,,1608094
1608095,10239,,1608095
1608097,10239,1980538,1980542
1608099,10239,2507291,2507299
1608100,10239,,1608100
1608101,10239,2509283,2509284
1608102,10239,,1608102
1608104,10239,,1608104
1608105,10239,,1608105
1608107,10239,2501998,2507655
1608109,10239,11305,1608109
1608110,10239,11305,1608110
1608111,10239,11305,1608111
1608112,10239,,1608112
1608114,10239,,1608114
1608119,10239,1978532,1978541
1608120,10239,2507291,2507311
1608121,10239,2507291,2507304
1608123,10239,,1608123
1608125,10239,2509285,2509286
1608126,10239,1980538,1980543
1608127,10239,1980538,1980544
1608133,10239,,1608133
1608134,10239,,1608134
1608137,10239,,1608137
1608138,10239,,1608138
1608139,10239,2501976,2509386
1608141,10239,1884455,1884460
1608144,10239,1980420,1980548
1608146,10239,1978532,1978539
1608255,10239,40272,1608255
1608257,10239,10814,1608257
1608310,10239,,1608310
1608323,10239,1891714,1608323
1608357,2,286,1608357
1608400,2,261827,1608400
1608407,2,1608404,1608407
160842,10239,12195,160842
1608422,2,453849,1608422
160843,10239,12195,160843
160844,10239,12163,160844
1608440,10239,,1608440
1608451,10239,,1608451
1608473,2,469,1608473
1608533,10239,,1608533
1608583,2,1301,1608583
1608584,2,59732,1608584
1608614,2,88138,1608614
1608628,2,119044,1608628
1608710,2,49279,1608710
1608856,2,1301,1608856
1608857,2,1279,1608857
1608858,2,1279,1608858
1608859,2,1279,1608859
1608860,2,1279,1608860
1608861,2,1350,1608861
1608862,2,1279,1608862
1608863,2,1279,1608863
1608865,2,1279,1608865
1608866,2,1279,1608866
1608867,2,1279,1608867
1608868,2,1301,1608868
1608870,2,1279,1608870
1608871,2,1279,1608871
1608872,2,1279,1608872
1608873,2,1279,1608873
1608874,2,1279,1608874
1608875,2,1279,1608875
1608876,2,1279,1608876
1608877,2,1279,1608877
1608878,2,1279,1608878
1608879,2,1279,1608879
1608881,2,1279,1608881
1608882,2,724,1608882
1608883,2,1279,1608883
1608884,2,1279,1608884
1608886,2,1279,1608886
1608888,2,1279,1608888
1608889,2,1279,1608889
1608890,2,1279,1608890
1608891,2,1279,1608891
1608894,2,1279,1608894
1608895,2,1279,1608895
1608896,2,482,1608896
1608897,2,1279,1608897
1608898,2,724,1608898
1608899,2,1279,1608899
1608900,2,1279,1608900
1608901,2,1279,1608901
1608902,2,1279,1608902
1608903,2,1279,1608903
1608904,2,1279,1608904
1608905,2,1279,1608905
1608906,2,1279,1608906
1608907,2,1279,1608907
1608908,2,286,1608908
1608909,2,1279,1608909
1608910,2,1386,1608910
1608911,2,1279,1608911
1608942,2,125216,1608942
1608957,2,908623,1608957
1608994,2,286,1608994
1608996,2,286,1608996
1609095,2,1883,1609095
1609098,2,1883,1609098
1609100,2,1883,1609100
1609102,2,1883,1609102
1609103,2,1883,1609103
1609106,2,1883,1609106
1609133,2,1883,1609133
1609135,2,1883,1609135
1609137,2,1883,1609137
1609272,2,1883,1609272
1609288,2,1883,1609288
1609290,10239,190729,1609290
1609531,2,59732,1609531
1609634,10239,,1609634
1609637,2,40323,1609637
1609758,2,165696,1609758
1609919,2,469,1609919
1609966,2,1609958,1609966
1609967,2,2745,1609967
1609975,2,1485,1609975
1609977,2,13687,1609977
1609979,2,1386,1609979
161,2,157,160
1610,2,1578,1610
1610489,2,1716,1610489
1610491,2,198705,1610491
1610492,2,323449,1610492
1610493,2,72763,1610493
1610508,10239,110456,1610508
1610509,10239,,1610509
1610576,2,2745,1610576
1610578,2,34037,1610578
1610579,2,34037,1610579
1610703,2,1663,1610703
1610828,10239,1921553,1921554
1610829,10239,1920860,1920862
1610832,10239,1921709,1921711
1610833,10239,1921709,1921713
1610834,10239,1920774,1920778
1610835,10239,1920774,1920779
1610836,10239,1921117,1921119
1610837,10239,1921117,1921120
1610838,10239,1921117,1921121
1610855,10239,1198137,1914021
1610872,10239,,1610872
1611039,10239,,1611039
1611323,2,1929135,1611323
1611435,10239,10814,1611435
1611544,2,416,1611544
1611545,10239,1910991,1981032
161156,2,1740,161156
1611770,2,286,1611770
1611836,2,1279,1276936
1611837,10239,2508211,1986113
1611875,10239,,1611875
1611877,10239,11584,1933188
1612,2,1578,1612
1612149,2,59732,1612149
1612173,2,1543704,1612173
1612202,2,1738642,1612202
1612203,2,157920,1612203
1612308,2,184923,1612308
1612423,2,1177,92942
1612551,2,65496,1612551
1612552,2,65496,1612552
1612624,2,1612611,1612624
1613,2,1578,1613
161355,2,1998,161355
161358,2,1995,161358
161398,2,53246,161398
1614,2,1578,1614
161494,10239,558016,161494
161528,2,1041,161528
161536,2,484508,161536
161544,2,1386,161544
1615494,2,2100764,1615494
1615583,10239,95337,1615583
1615673,2,286,1615673
1615674,2,286,1615674
1615758,10239,1980517,1615758
1615890,2,374,1615890
1615909,2,669357,1615909
1616,2,46255,1616
1616117,2,1883,1616117
161675,10239,11051,161675
1616781,2,662,1616781
1616783,2,657,1616783
1616788,2,44249,1616788
1616823,2,168934,1616823
1617024,2,1386,1617024
1617025,2,79206,1617025
1617086,2,53365,1617086
1617282,2,59732,1617282
1617283,2,237,1617283
161736,10239,10878,2169857
1617448,2,669357,1617448
1617889,2,1578,1617889
1617904,2,1827,1617904
1617964,2,620,623
1618,2,1578,1618
1618022,2,1177,1618022
1618023,2,1827277,1827278
1618204,2,1608404,1618204
1618207,2,2078575,1618207
1618232,10239,,1618232
1618233,10239,,1618233
1618234,10239,,1618234
1618235,10239,,1618235
1618236,10239,,1618236
1618237,10239,,1618237
1618238,10239,,1618238
1618239,10239,,1618239
1618240,10239,,1618240
1618242,10239,,1618242
1618243,10239,,1618243
1618244,10239,,1618244
1618245,10239,,1618245
1618246,10239,,1618246
1618247,10239,,1618247
1618248,10239,,1618248
1618249,10239,,1618249
1618250,10239,,1618250
1618251,10239,,1618251
1618252,10239,,1618252
1618253,10239,,1618253
1618254,10239,,1618254
1618255,10239,,1618255
1618256,10239,,1618256
1618257,10239,,1618257
1618258,10239,,1618258
1618259,10239,,1618259
1618260,10239,,1618260
161879,2,1716,161879
161890,2,1716,161890
161895,2,1716,161895
161896,2,1716,161896
161899,2,1716,161899
161920,2,37914,161920
1619218,10239,687331,1619218
1619219,10239,687331,1619219
1619220,10239,687331,1619220
1619231,2,374,1619231
1619232,2,374,1619232
1619233,2,374,1619233
1619234,2,1855714,1619234
1619253,10239,934800,1177759
1619308,2,1759331,1619308
1619309,2,44249,1619309
1619311,2,44249,1619311
1619313,2,551,1619313
1619899,10239,10652,1619899
1619948,2,286,1619948
1619949,2,286,1619949
1619950,2,286,1619950
1619951,2,,1619951
1619952,2,,1619952
162,2,157,162
1620,2,46255,1620
162013,10239,2560200,2560808
1620215,2,1744881,1620215
1620392,2,630749,1620392
1620393,2,662,1620393
1620394,2,662,1620394
1620405,2,221065,1620405
1620418,2,590,28901
1620419,2,590,28901
1620420,2,953,1620420
1620421,2,274591,1620421
1620507,10239,,1620507
1620892,10239,,1620892
1620893,10239,1985687,1985689
